name,salary,season,team,shoots,height_cm,weight_kg
Justin Anderson,1514160,2017,Philadelphia 76ers,Left,198.12,103.512
Justin Anderson,1579440,2018,Philadelphia 76ers,Left,198.12,103.512
Justin Hamilton,816482,2015,Minnesota Timberwolves,Right,213.36,118.04
Justin Hamilton,3000000,2017,Brooklyn Nets,Right,213.36,118.04
Justin Hamilton,1000000,2018,Toronto Raptors,Right,213.36,118.04
Justin Harper,473604,2012,Orlando Magic,Right,208.28,102.15
Justin Harper,762195,2013,Orlando Magic,Right,208.28,102.15
Justin Harper,99418,2016,Detroit Pistons,Right,208.28,102.15
Justin Harper,57672,2017,Philadelphia 76ers,Right,208.28,102.15
Justin Holiday,816482,2015,Golden State Warriors,Right,198.12,83.99
Justin Holiday,947300,2016,Chicago Bulls,Right,198.12,83.99
Justin Holiday,1015696,2017,New York Knicks,Right,198.12,83.99
Justin Holiday,4615385,2018,Chicago Bulls,Right,198.12,83.99
Justin Reed,385277,2005,Boston Celtics,Right,203.2,108.96
Justin Reed,641748,2006,Boston Celtics,Right,203.2,108.96
Justin Reed,1300000,2007,Minnesota Timberwolves,Right,203.2,108.96
Justin Reed,1436500,2008,Houston Rockets,Right,203.2,108.96
Justin Reed,1573000,2009,Houston Rockets,Right,203.2,108.96
Justin Williams,261724,2007,Sacramento Kings,Right,208.28,102.15
Justin Williams,862456,2008,Sacramento Kings,Right,208.28,102.15
Justise Winslow,2481720,2016,Miami Heat,Left,200.66,102.15
Justise Winslow,2593440,2017,Miami Heat,Left,200.66,102.15
Justise Winslow,2705040,2018,Miami Heat,Left,200.66,102.15
Jusuf Nurkic,1762680,2015,Denver Nuggets,Right,213.36,127.12
Jusuf Nurkic,1842000,2016,Denver Nuggets,Right,213.36,127.12
Jusuf Nurkic,1921320,2017,Portland Trail Blazers,Right,213.36,127.12
Jusuf Nurkic,2947305,2018,Portland Trail Blazers,Right,213.36,127.12
Juwan Howard,15000000,2000,Washington Wizards,Right,205.74,108.96
Juwan Howard,16875000,2001,Washington Wizards,Right,205.74,108.96
Juwan Howard,18750000,2002,Dallas Mavericks,Right,205.74,108.96
Juwan Howard,20625000,2003,Denver Nuggets,Right,205.74,108.96
Juwan Howard,4917000,2004,Orlando Magic,Right,205.74,108.96
Juwan Howard,5408700,2005,Houston Rockets,Right,205.74,108.96
Juwan Howard,5900400,2006,Houston Rockets,Right,205.74,108.96
Juwan Howard,6392100,2007,Houston Rockets,Right,205.74,108.96
Juwan Howard,6883800,2008,Minnesota Timberwolves,Right,205.74,108.96
Juwan Howard,1211197,2008,Dallas Mavericks,Right,205.74,108.96
Juwan Howard,7375500,2009,Minnesota Timberwolves,Right,205.74,108.96
Juwan Howard,928143,2009,Charlotte Bobcats,Right,205.74,108.96
Juwan Howard,51976,2009,Denver Nuggets,Right,205.74,108.96
Juwan Howard,1306455,2010,Portland Trail Blazers,Right,205.74,108.96
Juwan Howard,1352181,2011,Miami Heat,Right,205.74,108.96
Juwan Howard,1352181,2012,Miami Heat,Right,205.74,108.96
K.J. McDaniels,507336,2015,Houston Rockets,Right,198.12,93.07
K.J. McDaniels,3333333,2016,Houston Rockets,Right,198.12,93.07
K.J. McDaniels,3333333,2017,Brooklyn Nets,Right,198.12,93.07
K.J. McDaniels,100000,2018,Toronto Raptors,Right,198.12,93.07
Kaniel Dickens,264011,2004,Portland Trail Blazers,Right,203.2,97.61
Kaniel Dickens,483938,2005,New Jersey Nets,Right,203.2,97.61
Kaniel Dickens,31305,2006,Los Angeles Clippers,Right,203.2,97.61
Kaniel Dickens,264897,2008,Cleveland Cavaliers,Right,203.2,97.61
Kareem Rush,1021080,2003,Los Angeles Lakers,Left,198.12,97.61
Kareem Rush,1097640,2004,Los Angeles Lakers,Left,198.12,97.61
Kareem Rush,1174200,2005,Charlotte Bobcats,Left,198.12,97.61
Kareem Rush,3000000,2006,Charlotte Bobcats,Left,198.12,97.61
Kareem Rush,19466,2007,Seattle SuperSonics,Left,198.12,97.61
Kareem Rush,854957,2008,Indiana Pacers,Left,198.12,97.61
Kareem Rush,926678,2009,Philadelphia 76ers,Left,198.12,97.61
Kareem Rush,534906,2010,Los Angeles Clippers,Left,198.12,97.61
Karl Malone,14000000,2000,Utah Jazz,Right,205.74,113.5
Karl Malone,15750000,2001,Utah Jazz,Right,205.74,113.5
Karl Malone,17500000,2002,Utah Jazz,Right,205.74,113.5
Karl Malone,19250000,2003,Utah Jazz,Right,205.74,113.5
Karl Malone,1500000,2004,Los Angeles Lakers,Right,205.74,113.5
Karl-Anthony Towns,5703600,2016,Minnesota Timberwolves,Right,213.36,110.776
Karl-Anthony Towns,5960160,2017,Minnesota Timberwolves,Right,213.36,110.776
Karl-Anthony Towns,6216840,2018,Minnesota Timberwolves,Right,213.36,110.776
Kawhi Leonard,1731960,2012,San Antonio Spurs,Right,200.66,102.15
Kawhi Leonard,1861920,2013,San Antonio Spurs,Right,200.66,102.15
Kawhi Leonard,1887840,2014,San Antonio Spurs,Right,200.66,102.15
Kawhi Leonard,2894059,2015,San Antonio Spurs,Right,200.66,102.15
Kawhi Leonard,16500000,2016,San Antonio Spurs,Right,200.66,102.15
Kawhi Leonard,17638063,2017,San Antonio Spurs,Right,200.66,102.15
Kawhi Leonard,18868625,2018,San Antonio Spurs,Right,200.66,102.15
Kedrick Brown,1528440,2002,Boston Celtics,Right,200.66,100.788
Kedrick Brown,1643040,2003,Boston Celtics,Right,200.66,100.788
Kedrick Brown,1757640,2004,Cleveland Cavaliers,Right,200.66,100.788
Kedrick Brown,2332388,2005,Philadelphia 76ers,Right,200.66,100.788
Keith Benson,75000,2017,Miami Heat,Right,210.82,104.42
Keith Bogans,366931,2004,Orlando Magic,Right,195.58,97.61
Keith Bogans,620046,2005,Charlotte Bobcats,Right,195.58,97.61
Keith Bogans,869373,2006,Charlotte Bobcats,Right,195.58,97.61
Keith Bogans,2510000,2007,Orlando Magic,Right,195.58,97.61
Keith Bogans,2440000,2008,Orlando Magic,Right,195.58,97.61
Keith Bogans,2565000,2009,Milwaukee Bucks,Right,195.58,97.61
Keith Bogans,1033342,2010,San Antonio Spurs,Right,195.58,97.61
Keith Bogans,1600000,2011,Chicago Bulls,Right,195.58,97.61
Keith Bogans,848266,2012,New Jersey Nets,Right,195.58,97.61
Keith Bogans,1229225,2013,Brooklyn Nets,Right,195.58,97.61
Keith Bogans,5058198,2014,Boston Celtics,Right,195.58,97.61
Keith Closs,1680000,2000,Los Angeles Clippers,Left,220.98,96.248
Keith Closs,1920000,2001,Los Angeles Clippers,Left,220.98,96.248
Keith Langford,272316,2008,San Antonio Spurs,Left,193.04,97.61
Keith McLeod,366931,2004,Minnesota Timberwolves,Right,187.96,85.352
Keith McLeod,750000,2005,Utah Jazz,Right,187.96,85.352
Keith McLeod,1250000,2006,Utah Jazz,Right,187.96,85.352
Keith McLeod,1350000,2007,Indiana Pacers,Right,187.96,85.352
Keith McLeod,926678,2009,Dallas Mavericks,Right,187.96,85.352
Keith Van Horn,3451920,2000,New Jersey Nets,Right,208.28,99.88
Keith Van Horn,9000000,2001,New Jersey Nets,Right,208.28,99.88
Keith Van Horn,10865250,2002,New Jersey Nets,Right,208.28,99.88
Keith Van Horn,12072500,2003,Philadelphia 76ers,Right,208.28,99.88
Keith Van Horn,13279750,2004,New York Knicks,Right,208.28,99.88
Keith Van Horn,14487000,2005,Milwaukee Bucks,Right,208.28,99.88
Keith Van Horn,15694250,2006,Dallas Mavericks,Right,208.28,99.88
Keith Van Horn,4300000,2008,New Jersey Nets,Right,208.28,99.88
Kelenna Azubuike,251657,2007,Golden State Warriors,Right,195.58,99.88
Kelenna Azubuike,50000,2007,Houston Rockets,Right,195.58,99.88
Kelenna Azubuike,687456,2008,Golden State Warriors,Right,195.58,99.88
Kelenna Azubuike,2900000,2009,Golden State Warriors,Right,195.58,99.88
Kelenna Azubuike,3132000,2010,Golden State Warriors,Right,195.58,99.88
Kelenna Azubuike,3300000,2011,New York Knicks,Right,195.58,99.88
Kelenna Azubuike,885120,2013,Cleveland Cavaliers,Right,195.58,99.88
Kelly Olynyk,1986360,2014,Boston Celtics,Right,213.36,108.052
Kelly Olynyk,2075760,2015,Boston Celtics,Right,213.36,108.052
Kelly Olynyk,2165160,2016,Boston Celtics,Right,213.36,108.052
Kelly Olynyk,3094014,2017,Boston Celtics,Right,213.36,108.052
Kelly Olynyk,10607169,2018,Miami Heat,Right,213.36,108.052
Kelvin Cato,1299000,2000,Houston Rockets,Right,210.82,115.77
Kelvin Cato,5330000,2001,Houston Rockets,Right,210.82,115.77
Kelvin Cato,6048000,2002,Houston Rockets,Right,210.82,115.77
Kelvin Cato,6696000,2003,Houston Rockets,Right,210.82,115.77
Kelvin Cato,7344000,2004,Houston Rockets,Right,210.82,115.77
Kelvin Cato,7992000,2005,Orlando Magic,Right,210.82,115.77
Kelvin Cato,8640000,2006,Orlando Magic,Right,210.82,115.77
Kelvin Cato,1071225,2007,New York Knicks,Right,210.82,115.77
Kemba Walker,2356320,2012,Charlotte Bobcats,Right,185.42,78.088
Kemba Walker,2532960,2013,Charlotte Bobcats,Right,185.42,78.088
Kemba Walker,2568360,2014,Charlotte Bobcats,Right,185.42,78.088
Kemba Walker,3272091,2015,Charlotte Hornets,Right,185.42,78.088
Kemba Walker,12000000,2016,Charlotte Hornets,Right,185.42,78.088
Kemba Walker,12000000,2017,Charlotte Hornets,Right,185.42,78.088
Kemba Walker,12000000,2018,Charlotte Hornets,Right,185.42,78.088
Ken Johnson,349458,2003,Miami Heat,Right,210.82,108.96
Ken Johnson,349458,2003,Miami Heat,Right,210.82,108.96
Kendall Gill,5600000,2000,New Jersey Nets,Right,195.58,88.53
Kendall Gill,7000000,2001,New Jersey Nets,Right,195.58,88.53
Kendall Gill,1538000,2002,Miami Heat,Right,195.58,88.53
Kendall Gill,1030000,2003,Minnesota Timberwolves,Right,195.58,88.53
Kendall Gill,1070000,2004,Chicago Bulls,Right,195.58,88.53
Kendall Gill,912195,2005,Milwaukee Bucks,Right,195.58,88.53
Kendall Marshall,1919160,2013,Phoenix Suns,Left,193.04,88.53
Kendall Marshall,2005560,2014,Phoenix Suns,Left,193.04,88.53
Kendall Marshall,915243,2015,Phoenix Suns,Left,193.04,88.53
Kendall Marshall,2144722,2016,Philadelphia 76ers,Left,193.04,88.53
Kendrick Perkins,814320,2004,Boston Celtics,Right,208.28,127.12
Kendrick Perkins,875400,2005,Boston Celtics,Right,208.28,127.12
Kendrick Perkins,936480,2006,Boston Celtics,Right,208.28,127.12
Kendrick Perkins,1689409,2007,Boston Celtics,Right,208.28,127.12
Kendrick Perkins,4480912,2008,Boston Celtics,Right,208.28,127.12
Kendrick Perkins,4578880,2009,Boston Celtics,Right,208.28,127.12
Kendrick Perkins,4250000,2010,Boston Celtics,Right,208.28,127.12
Kendrick Perkins,4640208,2011,Oklahoma City Thunder,Right,208.28,127.12
Kendrick Perkins,7123626,2012,Oklahoma City Thunder,Right,208.28,127.12
Kendrick Perkins,7800531,2013,Oklahoma City Thunder,Right,208.28,127.12
Kendrick Perkins,8477437,2014,Oklahoma City Thunder,Right,208.28,127.12
Kendrick Perkins,9654342,2015,Utah Jazz,Right,208.28,127.12
Kendrick Perkins,434547,2015,Cleveland Cavaliers,Right,208.28,127.12
Kendrick Perkins,1499200,2016,New Orleans Pelicans,Right,208.28,127.12
Kendrick Perkins,13156,2018,Cleveland Cavaliers,Right,208.28,127.12
Kenneth Faried,1254720,2012,Denver Nuggets,Right,203.2,103.512
Kenneth Faried,1348800,2013,Denver Nuggets,Right,203.2,103.512
Kenneth Faried,1367640,2014,Denver Nuggets,Right,203.2,103.512
Kenneth Faried,2249768,2015,Denver Nuggets,Right,203.2,103.512
Kenneth Faried,11235955,2016,Denver Nuggets,Right,203.2,103.512
Kenneth Faried,12078652,2017,Denver Nuggets,Right,203.2,103.512
Kenneth Faried,12921348,2018,Denver Nuggets,Right,203.2,103.512
Kenny Anderson,6680000,2000,Boston Celtics,Left,182.88,76.272
Kenny Anderson,7520000,2001,Boston Celtics,Left,182.88,76.272
Kenny Anderson,8350000,2002,Boston Celtics,Left,182.88,76.272
Kenny Anderson,9185000,2003,Seattle SuperSonics,Left,182.88,76.272
Kenny Anderson,1070000,2004,Indiana Pacers,Left,182.88,76.272
Kenny Anderson,1100000,2005,Atlanta Hawks,Left,182.88,76.272
Kenny Satterfield,332817,2002,Denver Nuggets,Right,187.96,84.444
Kenny Satterfield,512435,2003,Philadelphia 76ers,Right,187.96,84.444
Kenny Thomas,823440,2000,Houston Rockets,Right,200.66,118.494
Kenny Thomas,885120,2001,Houston Rockets,Right,200.66,118.494
Kenny Thomas,946920,2002,Houston Rockets,Right,200.66,118.494
Kenny Thomas,1557684,2003,Philadelphia 76ers,Right,200.66,118.494
Kenny Thomas,5500000,2004,Philadelphia 76ers,Right,200.66,118.494
Kenny Thomas,6000000,2005,Philadelphia 76ers,Right,200.66,118.494
Kenny Thomas,6500000,2006,Sacramento Kings,Right,200.66,118.494
Kenny Thomas,7187500,2007,Sacramento Kings,Right,200.66,118.494
Kenny Thomas,7875000,2008,Sacramento Kings,Right,200.66,118.494
Kenny Thomas,8562500,2009,Sacramento Kings,Right,200.66,118.494
Kenny Thomas,8775000,2010,Sacramento Kings,Right,200.66,118.494
Kent Bazemore,473604,2013,Golden State Warriors,Left,195.58,91.254
Kent Bazemore,788872,2014,Golden State Warriors,Left,195.58,91.254
Kent Bazemore,2000000,2015,Atlanta Hawks,Left,195.58,91.254
Kent Bazemore,2000000,2016,Atlanta Hawks,Left,195.58,91.254
Kent Bazemore,15730338,2017,Atlanta Hawks,Left,195.58,91.254
Kent Bazemore,16910113,2018,Atlanta Hawks,Left,195.58,91.254
Kentavious Caldwell-Pope,2653080,2014,Detroit Pistons,Right,195.58,93.07
Kentavious Caldwell-Pope,2772480,2015,Detroit Pistons,Right,195.58,93.07
Kentavious Caldwell-Pope,2891760,2016,Detroit Pistons,Right,195.58,93.07
Kentavious Caldwell-Pope,3678319,2017,Detroit Pistons,Right,195.58,93.07
Kentavious Caldwell-Pope,17745894,2018,Los Angeles Lakers,Right,195.58,93.07
Kenyon Martin,3536640,2001,New Jersey Nets,Right,205.74,106.236
Kenyon Martin,3801960,2002,New Jersey Nets,Right,205.74,106.236
Kenyon Martin,4067160,2003,New Jersey Nets,Right,205.74,106.236
Kenyon Martin,5128689,2004,New Jersey Nets,Right,205.74,106.236
Kenyon Martin,9454546,2005,Denver Nuggets,Right,205.74,106.236
Kenyon Martin,10636364,2006,Denver Nuggets,Right,205.74,106.236
Kenyon Martin,12068182,2007,Denver Nuggets,Right,205.74,106.236
Kenyon Martin,13250000,2008,Denver Nuggets,Right,205.74,106.236
Kenyon Martin,14431816,2009,Denver Nuggets,Right,205.74,106.236
Kenyon Martin,15363636,2010,Denver Nuggets,Right,205.74,106.236
Kenyon Martin,16545454,2011,Denver Nuggets,Right,205.74,106.236
Kenyon Martin,2500000,2012,Los Angeles Clippers,Right,205.74,106.236
Kenyon Martin,437470,2013,New York Knicks,Right,205.74,106.236
Kenyon Martin,1399507,2014,New York Knicks,Right,205.74,106.236
Kenyon Martin,414551,2015,Milwaukee Bucks,Right,205.74,106.236
Keon Clark,1289400,2000,Denver Nuggets,Left,210.82,99.88
Keon Clark,1379400,2001,Denver Nuggets,Left,210.82,99.88
Keon Clark,1971163,2002,Toronto Raptors,Left,210.82,99.88
Keon Clark,4546000,2003,Sacramento Kings,Left,210.82,99.88
Keon Clark,5000600,2004,Utah Jazz,Left,210.82,99.88
Kerry Kittles,7166666,2000,New Jersey Nets,Right,195.58,81.266
Kerry Kittles,7770000,2001,New Jersey Nets,Right,195.58,81.266
Kerry Kittles,8166667,2002,New Jersey Nets,Right,195.58,81.266
Kerry Kittles,8966667,2003,New Jersey Nets,Right,195.58,81.266
Kerry Kittles,9266666,2004,New Jersey Nets,Right,195.58,81.266
Kerry Kittles,9566667,2005,Los Angeles Clippers,Right,195.58,81.266
Kevin Burleson,398762,2006,Charlotte Bobcats,Right,190.5,93.07
Kevin Burleson,70000,2007,Charlotte Bobcats,Right,190.5,93.07
Kevin Durant,4171200,2008,Seattle SuperSonics,Right,205.74,108.96
Kevin Durant,4484040,2009,Oklahoma City Thunder,Right,205.74,108.96
Kevin Durant,4796880,2010,Oklahoma City Thunder,Right,205.74,108.96
Kevin Durant,6053663,2011,Oklahoma City Thunder,Right,205.74,108.96
Kevin Durant,15506632,2012,Oklahoma City Thunder,Right,205.74,108.96
Kevin Durant,16669630,2013,Oklahoma City Thunder,Right,205.74,108.96
Kevin Durant,17832627,2014,Oklahoma City Thunder,Right,205.74,108.96
Kevin Durant,18995624,2015,Oklahoma City Thunder,Right,205.74,108.96
Kevin Durant,20158622,2016,Oklahoma City Thunder,Right,205.74,108.96
Kevin Durant,26540100,2017,Golden State Warriors,Right,205.74,108.96
Kevin Durant,25000000,2018,Golden State Warriors,Right,205.74,108.96
Kevin Edwards,1000000,2001,Vancouver Grizzlies,Right,190.5,86.26
Kevin Garnett,16806300,2000,Minnesota Timberwolves,Right,210.82,99.88
Kevin Garnett,19610000,2001,Minnesota Timberwolves,Right,210.82,99.88
Kevin Garnett,22400000,2002,Minnesota Timberwolves,Right,210.82,99.88
Kevin Garnett,25200000,2003,Minnesota Timberwolves,Right,210.82,99.88
Kevin Garnett,28000000,2004,Minnesota Timberwolves,Right,210.82,99.88
Kevin Garnett,16000000,2005,Minnesota Timberwolves,Right,210.82,99.88
Kevin Garnett,18000000,2006,Minnesota Timberwolves,Right,210.82,99.88
Kevin Garnett,21000000,2007,Minnesota Timberwolves,Right,210.82,99.88
Kevin Garnett,23750000,2008,Boston Celtics,Right,210.82,99.88
Kevin Garnett,24751934,2009,Boston Celtics,Right,210.82,99.88
Kevin Garnett,16400000,2010,Boston Celtics,Right,210.82,99.88
Kevin Garnett,18800000,2011,Boston Celtics,Right,210.82,99.88
Kevin Garnett,21247044,2012,Boston Celtics,Right,210.82,99.88
Kevin Garnett,11566265,2013,Boston Celtics,Right,210.82,99.88
Kevin Garnett,12443735,2014,Brooklyn Nets,Right,210.82,99.88
Kevin Garnett,12000000,2015,Minnesota Timberwolves,Right,210.82,99.88
Kevin Garnett,8500000,2016,Minnesota Timberwolves,Right,210.82,99.88
Kevin Garnett,8000000,2017,Minnesota Timberwolves,Right,210.82,99.88
Kevin Jones,390027,2013,Cleveland Cavaliers,Right,203.2,113.954
Kevin Love,3163680,2009,Minnesota Timberwolves,Right,208.28,118.04
Kevin Love,3401040,2010,Minnesota Timberwolves,Right,208.28,118.04
Kevin Love,3638280,2011,Minnesota Timberwolves,Right,208.28,118.04
Kevin Love,4609701,2012,Minnesota Timberwolves,Right,208.28,118.04
Kevin Love,13668750,2013,Minnesota Timberwolves,Right,208.28,118.04
Kevin Love,14693906,2014,Minnesota Timberwolves,Right,208.28,118.04
Kevin Love,15719062,2015,Cleveland Cavaliers,Right,208.28,118.04
Kevin Love,19500000,2016,Cleveland Cavaliers,Right,208.28,118.04
Kevin Love,21165675,2017,Cleveland Cavaliers,Right,208.28,118.04
Kevin Love,22642350,2018,Cleveland Cavaliers,Right,208.28,118.04
Kevin Martin,872040,2005,Sacramento Kings,Right,200.66,83.99
Kevin Martin,937440,2006,Sacramento Kings,Right,200.66,83.99
Kevin Martin,1002840,2007,Sacramento Kings,Right,200.66,83.99
Kevin Martin,1808121,2008,Sacramento Kings,Right,200.66,83.99
Kevin Martin,8760335,2009,Sacramento Kings,Right,200.66,83.99
Kevin Martin,10180170,2010,Houston Rockets,Right,200.66,83.99
Kevin Martin,11100005,2011,Houston Rockets,Right,200.66,83.99
Kevin Martin,11519840,2012,Houston Rockets,Right,200.66,83.99
Kevin Martin,12439675,2013,Oklahoma City Thunder,Right,200.66,83.99
Kevin Martin,6500000,2014,Minnesota Timberwolves,Right,200.66,83.99
Kevin Martin,6792500,2015,Minnesota Timberwolves,Right,200.66,83.99
Kevin Martin,7085000,2016,Minnesota Timberwolves,Right,200.66,83.99
Kevin Martin,317475,2016,San Antonio Spurs,Right,200.66,83.99
Kevin Martin,1360305,2017,Minnesota Timberwolves,Right,200.66,83.99
Kevin Martin,1360305,2018,Minnesota Timberwolves,Right,200.66,83.99
Kevin Murphy,473604,2013,Utah Jazz,Right,198.12,83.99
Kevin Murphy,65000,2015,Utah Jazz,Right,198.12,83.99
Kevin Ollie,422235,2000,Philadelphia 76ers,Right,193.04,88.53
Kevin Ollie,2853,2000,Dallas Mavericks,Right,193.04,88.53
Kevin Ollie,523500,2001,New Jersey Nets,Right,193.04,88.53
Kevin Ollie,590850,2002,Chicago Bulls,Right,193.04,88.53
Kevin Ollie,1000000,2003,Milwaukee Bucks,Right,193.04,88.53
Kevin Ollie,2458500,2004,Cleveland Cavaliers,Right,193.04,88.53
Kevin Ollie,2704350,2005,Philadelphia 76ers,Right,193.04,88.53
Kevin Ollie,2950200,2006,Philadelphia 76ers,Right,193.04,88.53
Kevin Ollie,3196050,2007,Philadelphia 76ers,Right,193.04,88.53
Kevin Ollie,3441900,2008,Philadelphia 76ers,Right,193.04,88.53
Kevin Ollie,1262275,2009,Minnesota Timberwolves,Right,193.04,88.53
Kevin Ollie,1306455,2010,Oklahoma City Thunder,Right,193.04,88.53
Kevin Seraphin,1563120,2011,Washington Wizards,Right,205.74,119.856
Kevin Seraphin,1680360,2012,Washington Wizards,Right,205.74,119.856
Kevin Seraphin,1797600,2013,Washington Wizards,Right,205.74,119.856
Kevin Seraphin,2761114,2014,Washington Wizards,Right,205.74,119.856
Kevin Seraphin,3898692,2015,Washington Wizards,Right,205.74,119.856
Kevin Seraphin,2800000,2016,New York Knicks,Right,205.74,119.856
Kevin Seraphin,1800000,2017,Indiana Pacers,Right,205.74,119.856
Kevin Willis,2625000,2000,Toronto Raptors,Right,213.36,99.88
Kevin Willis,2870000,2001,Toronto Raptors,Right,213.36,99.88
Kevin Willis,3000000,2002,Houston Rockets,Right,213.36,99.88
Kevin Willis,1030000,2003,San Antonio Spurs,Right,213.36,99.88
Kevin Willis,1070000,2004,San Antonio Spurs,Right,213.36,99.88
Kevin Willis,1300000,2005,Atlanta Hawks,Right,213.36,99.88
Keyon Dooling,1538880,2001,Los Angeles Clippers,Right,190.5,88.984
Keyon Dooling,1654320,2002,Los Angeles Clippers,Right,190.5,88.984
Keyon Dooling,1769760,2003,Los Angeles Clippers,Right,190.5,88.984
Keyon Dooling,2256444,2004,Los Angeles Clippers,Right,190.5,88.984
Keyon Dooling,745046,2005,Miami Heat,Right,190.5,88.984
Keyon Dooling,3100000,2006,Orlando Magic,Right,190.5,88.984
Keyon Dooling,3348000,2007,Orlando Magic,Right,190.5,88.984
Keyon Dooling,3596000,2008,Orlando Magic,Right,190.5,88.984
Keyon Dooling,3300000,2009,New Jersey Nets,Right,190.5,88.984
Keyon Dooling,3564000,2010,New Jersey Nets,Right,190.5,88.984
Keyon Dooling,2000000,2011,Milwaukee Bucks,Right,190.5,88.984
Keyon Dooling,2246400,2012,Boston Celtics,Right,190.5,88.984
Keyon Dooling,1352181,2013,Boston Celtics,Right,190.5,88.984
Khalid El-Amin,316969,2001,Chicago Bulls,Right,177.8,90.8
Khalid El-Amin,465850,2002,Dallas Mavericks,Right,177.8,90.8
Khalid Reeves,30309,2000,Chicago Bulls,Right,190.5,90.346
Khris Middleton,473604,2013,Detroit Pistons,Right,200.66,97.61
Khris Middleton,788872,2014,Milwaukee Bucks,Right,200.66,97.61
Khris Middleton,915243,2015,Milwaukee Bucks,Right,200.66,97.61
Khris Middleton,15000000,2016,Milwaukee Bucks,Right,200.66,97.61
Khris Middleton,15200000,2017,Milwaukee Bucks,Right,200.66,97.61
Khris Middleton,14100000,2018,Milwaukee Bucks,Right,200.66,97.61
Kim English,473604,2013,Detroit Pistons,Right,198.12,90.8
Kirk Haston,1182600,2002,Charlotte Hornets,Right,205.74,109.868
Kirk Haston,1271400,2003,New Orleans Hornets,Right,205.74,109.868
Kirk Haston,1360080,2004,New Orleans Hornets,Right,205.74,109.868
Kirk Hinrich,2185920,2004,Chicago Bulls,Right,190.5,86.26
Kirk Hinrich,2349840,2005,Chicago Bulls,Right,190.5,86.26
Kirk Hinrich,2513880,2006,Chicago Bulls,Right,190.5,86.26
Kirk Hinrich,3192628,2007,Chicago Bulls,Right,190.5,86.26
Kirk Hinrich,11250000,2008,Chicago Bulls,Right,190.5,86.26
Kirk Hinrich,10000000,2009,Chicago Bulls,Right,190.5,86.26
Kirk Hinrich,9500000,2010,Chicago Bulls,Right,190.5,86.26
Kirk Hinrich,9000000,2011,Atlanta Hawks,Right,190.5,86.26
Kirk Hinrich,8100000,2012,Atlanta Hawks,Right,190.5,86.26
Kirk Hinrich,3941000,2013,Chicago Bulls,Right,190.5,86.26
Kirk Hinrich,4059000,2014,Chicago Bulls,Right,190.5,86.26
Kirk Hinrich,2730000,2015,Chicago Bulls,Right,190.5,86.26
Kirk Hinrich,2870000,2016,Atlanta Hawks,Right,190.5,86.26
Kirk Penney,8950,2004,Miami Heat,Right,195.58,99.88
Kirk Snyder,1336920,2005,Utah Jazz,Right,198.12,102.15
Kirk Snyder,1437240,2006,New Orleans/Oklahoma City Hornets,Right,198.12,102.15
Kirk Snyder,1537440,2007,Houston Rockets,Right,198.12,102.15
Kirk Snyder,2358433,2008,Minnesota Timberwolves,Right,198.12,102.15
Kiwane Garris,61147,2000,Orlando Magic,Right,187.96,83.082
Klay Thompson,2126520,2012,Golden State Warriors,Right,200.66,93.07
Klay Thompson,2286000,2013,Golden State Warriors,Right,200.66,93.07
Klay Thompson,2317920,2014,Golden State Warriors,Right,200.66,93.07
Klay Thompson,3075880,2015,Golden State Warriors,Right,200.66,93.07
Klay Thompson,15500000,2016,Golden State Warriors,Right,200.66,93.07
Klay Thompson,16663575,2017,Golden State Warriors,Right,200.66,93.07
Klay Thompson,17826150,2018,Golden State Warriors,Right,200.66,93.07
Kobe Bryant,9000000,2000,Los Angeles Lakers,Right,198.12,90.8
Kobe Bryant,10130000,2001,Los Angeles Lakers,Right,198.12,90.8
Kobe Bryant,11250000,2002,Los Angeles Lakers,Right,198.12,90.8
Kobe Bryant,12375000,2003,Los Angeles Lakers,Right,198.12,90.8
Kobe Bryant,13500000,2004,Los Angeles Lakers,Right,198.12,90.8
Kobe Bryant,14175000,2005,Los Angeles Lakers,Right,198.12,90.8
Kobe Bryant,15946875,2006,Los Angeles Lakers,Right,198.12,90.8
Kobe Bryant,17718750,2007,Los Angeles Lakers,Right,198.12,90.8
Kobe Bryant,19490625,2008,Los Angeles Lakers,Right,198.12,90.8
Kobe Bryant,21262500,2009,Los Angeles Lakers,Right,198.12,90.8
Kobe Bryant,23034375,2010,Los Angeles Lakers,Right,198.12,90.8
Kobe Bryant,24806250,2011,Los Angeles Lakers,Right,198.12,90.8
Kobe Bryant,25244493,2012,Los Angeles Lakers,Right,198.12,90.8
Kobe Bryant,27849149,2013,Los Angeles Lakers,Right,198.12,90.8
Kobe Bryant,30453805,2014,Los Angeles Lakers,Right,198.12,90.8
Kobe Bryant,23500000,2015,Los Angeles Lakers,Right,198.12,90.8
Kobe Bryant,25000000,2016,Los Angeles Lakers,Right,198.12,90.8
Kornel David,175882,2000,Chicago Bulls,Right,205.74,106.69
Kornel David,27059,2000,Cleveland Cavaliers,Right,205.74,106.69
Kornel David,498500,2001,Toronto Raptors,Right,205.74,106.69
Kosta Koufos,1129320,2009,Utah Jazz,Right,213.36,120.31
Kosta Koufos,1214040,2010,Utah Jazz,Right,213.36,120.31
Kosta Koufos,1352640,2011,Denver Nuggets,Right,213.36,120.31
Kosta Koufos,2203792,2012,Denver Nuggets,Right,213.36,120.31
Kosta Koufos,3000000,2013,Denver Nuggets,Right,213.36,120.31
