name,salary,season,team,shoots,height_cm,weight_kg
Andreas Glyniadakis,161061,2007,Seattle SuperSonics,Right,215.9,127.12
Andrei Kirilenko,632400,2000,Utah Jazz,Right,205.74,99.88
Andrei Kirilenko,831120,2002,Utah Jazz,Right,205.74,99.88
Andrei Kirilenko,893400,2003,Utah Jazz,Right,205.74,99.88
Andrei Kirilenko,955800,2004,Utah Jazz,Right,205.74,99.88
Andrei Kirilenko,1671694,2005,Utah Jazz,Right,205.74,99.88
Andrei Kirilenko,10983000,2006,Utah Jazz,Right,205.74,99.88
Andrei Kirilenko,12364000,2007,Utah Jazz,Right,205.74,99.88
Andrei Kirilenko,13735000,2008,Utah Jazz,Right,205.74,99.88
Andrei Kirilenko,15106000,2009,Utah Jazz,Right,205.74,99.88
Andrei Kirilenko,16452000,2010,Utah Jazz,Right,205.74,99.88
Andrei Kirilenko,17823000,2011,Utah Jazz,Right,205.74,99.88
Andrei Kirilenko,9779349,2013,Minnesota Timberwolves,Right,205.74,99.88
Andrei Kirilenko,3183000,2014,Brooklyn Nets,Right,205.74,99.88
Andrei Kirilenko,3326235,2015,Philadelphia 76ers,Right,205.74,99.88
Andres Nocioni,2525000,2005,Chicago Bulls,Right,200.66,102.15
Andres Nocioni,2775000,2006,Chicago Bulls,Right,200.66,102.15
Andres Nocioni,3950000,2007,Chicago Bulls,Right,200.66,102.15
Andres Nocioni,8500000,2008,Chicago Bulls,Right,200.66,102.15
Andres Nocioni,8000000,2009,Sacramento Kings,Right,200.66,102.15
Andres Nocioni,7500000,2010,Sacramento Kings,Right,200.66,102.15
Andres Nocioni,6850000,2011,Philadelphia 76ers,Right,200.66,102.15
Andres Nocioni,6650000,2012,Philadelphia 76ers,Right,200.66,102.15
Andrew Bogut,4340520,2006,Milwaukee Bucks,Right,213.36,111.23
Andrew Bogut,4665960,2007,Milwaukee Bucks,Right,213.36,111.23
Andrew Bogut,4991520,2008,Milwaukee Bucks,Right,213.36,111.23
Andrew Bogut,6294310,2009,Milwaukee Bucks,Right,213.36,111.23
Andrew Bogut,10000000,2010,Milwaukee Bucks,Right,213.36,111.23
Andrew Bogut,11000000,2011,Milwaukee Bucks,Right,213.36,111.23
Andrew Bogut,12000000,2012,Milwaukee Bucks,Right,213.36,111.23
Andrew Bogut,13000000,2013,Golden State Warriors,Right,213.36,111.23
Andrew Bogut,14000000,2014,Golden State Warriors,Right,213.36,111.23
Andrew Bogut,12972973,2015,Golden State Warriors,Right,213.36,111.23
Andrew Bogut,12000000,2016,Golden State Warriors,Right,213.36,111.23
Andrew Bogut,11027027,2017,Philadelphia 76ers,Right,213.36,111.23
Andrew Bogut,242224,2017,Cleveland Cavaliers,Right,213.36,111.23
Andrew Bogut,1105123,2018,Los Angeles Lakers,Right,213.36,111.23
Andrew Bynum,1888680,2006,Los Angeles Lakers,Right,213.36,129.39
Andrew Bynum,2030280,2007,Los Angeles Lakers,Right,213.36,129.39
Andrew Bynum,2172000,2008,Los Angeles Lakers,Right,213.36,129.39
Andrew Bynum,2769300,2009,Los Angeles Lakers,Right,213.36,129.39
Andrew Bynum,12526998,2010,Los Angeles Lakers,Right,213.36,129.39
Andrew Bynum,13700000,2011,Los Angeles Lakers,Right,213.36,129.39
Andrew Bynum,14900000,2012,Los Angeles Lakers,Right,213.36,129.39
Andrew Bynum,16889000,2013,Philadelphia 76ers,Right,213.36,129.39
Andrew Bynum,6000000,2014,Chicago Bulls,Right,213.36,129.39
Andrew DeClercq,1680000,2000,Cleveland Cavaliers,Right,208.28,104.42
Andrew DeClercq,1920000,2001,Orlando Magic,Right,208.28,104.42
Andrew DeClercq,2900000,2002,Orlando Magic,Right,208.28,104.42
Andrew DeClercq,3262500,2003,Orlando Magic,Right,208.28,104.42
Andrew DeClercq,2500000,2004,Orlando Magic,Right,208.28,104.42
Andrew DeClercq,2500000,2005,Orlando Magic,Right,208.28,104.42
Andrew Goudelock,473604,2012,Los Angeles Lakers,Right,190.5,90.8
Andrew Goudelock,200600,2016,Houston Rockets,Right,190.5,90.8
Andrew Lang,510000,2000,New York Knicks,Right,210.82,111.23
Andrew Nicholson,1418160,2013,Orlando Magic,Right,205.74,113.5
Andrew Nicholson,1482000,2014,Orlando Magic,Right,205.74,113.5
Andrew Nicholson,1545840,2015,Orlando Magic,Right,205.74,113.5
Andrew Nicholson,2380594,2016,Orlando Magic,Right,205.74,113.5
Andrew Nicholson,6088993,2017,Brooklyn Nets,Right,205.74,113.5
Andrew Nicholson,2844429,2018,Portland Trail Blazers,Right,205.74,113.5
Andrew Wiggins,5510640,2015,Minnesota Timberwolves,Right,203.2,90.346
Andrew Wiggins,5758680,2016,Minnesota Timberwolves,Right,203.2,90.346
Andrew Wiggins,6006600,2017,Minnesota Timberwolves,Right,203.2,90.346
Andrew Wiggins,7574322,2018,Minnesota Timberwolves,Right,203.2,90.346
Andris Biedrins,1727760,2005,Golden State Warriors,Left,210.82,108.96
Andris Biedrins,1857360,2006,Golden State Warriors,Left,210.82,108.96
Andris Biedrins,1986960,2007,Golden State Warriors,Left,210.82,108.96
Andris Biedrins,2636696,2008,Golden State Warriors,Left,210.82,108.96
Andris Biedrins,9000000,2009,Golden State Warriors,Left,210.82,108.96
Andris Biedrins,9000000,2010,Golden State Warriors,Left,210.82,108.96
Andris Biedrins,9000000,2011,Golden State Warriors,Left,210.82,108.96
Andris Biedrins,9000000,2012,Golden State Warriors,Left,210.82,108.96
Andris Biedrins,9000000,2013,Golden State Warriors,Left,210.82,108.96
Andris Biedrins,9000000,2014,Utah Jazz,Left,210.82,108.96
Andy Panko,5000,2000,Los Angeles Lakers,Right,205.74,100.788
Andy Rautins,600000,2011,New York Knicks,Right,193.04,86.26
Andy Rautins,788872,2012,Dallas Mavericks,Right,193.04,86.26
Anfernee Hardaway,9000000,2000,Phoenix Suns,Right,200.66,88.53
Anfernee Hardaway,10130000,2001,Phoenix Suns,Right,200.66,88.53
Anfernee Hardaway,11250000,2002,Phoenix Suns,Right,200.66,88.53
Anfernee Hardaway,12375000,2003,Phoenix Suns,Right,200.66,88.53
Anfernee Hardaway,13500000,2004,Phoenix Suns,Right,200.66,88.53
Anfernee Hardaway,14625000,2005,New York Knicks,Right,200.66,88.53
Anfernee Hardaway,15750000,2006,New York Knicks,Right,200.66,88.53
Anfernee Hardaway,320142,2008,Miami Heat,Right,200.66,88.53
Ansu Sesay,535000,2000,Dallas Mavericks,Left,205.74,102.15
Ansu Sesay,508000,2001,Detroit Pistons,Left,205.74,102.15
Ansu Sesay,612435,2003,Seattle SuperSonics,Left,205.74,102.15
Ansu Sesay,688679,2004,Seattle SuperSonics,Left,205.74,102.15
Ansu Sesay,745046,2005,Golden State Warriors,Left,205.74,102.15
Antawn Jamison,2503800,2000,Golden State Warriors,Right,203.2,101.242
Antawn Jamison,2678400,2001,Golden State Warriors,Right,203.2,101.242
Antawn Jamison,3388176,2002,Golden State Warriors,Right,203.2,101.242
Antawn Jamison,10067750,2003,Golden State Warriors,Right,203.2,101.242
Antawn Jamison,11326219,2004,Dallas Mavericks,Right,203.2,101.242
Antawn Jamison,12584688,2005,Washington Wizards,Right,203.2,101.242
Antawn Jamison,13843156,2006,Washington Wizards,Right,203.2,101.242
Antawn Jamison,15101625,2007,Washington Wizards,Right,203.2,101.242
Antawn Jamison,16360094,2008,Washington Wizards,Right,203.2,101.242
Antawn Jamison,9923285,2009,Washington Wizards,Right,203.2,101.242
Antawn Jamison,11641095,2010,Cleveland Cavaliers,Right,203.2,101.242
Antawn Jamison,13358905,2011,Cleveland Cavaliers,Right,203.2,101.242
Antawn Jamison,15076715,2012,Cleveland Cavaliers,Right,203.2,101.242
Antawn Jamison,1352181,2013,Los Angeles Lakers,Right,203.2,101.242
Antawn Jamison,1399507,2014,Los Angeles Clippers,Right,203.2,101.242
Anthony Avent,510000,2000,Los Angeles Clippers,Right,205.74,106.69
Anthony Bennett,5324280,2014,Cleveland Cavaliers,Right,203.2,108.96
Anthony Bennett,5563920,2015,Minnesota Timberwolves,Right,203.2,108.96
Anthony Bennett,3650000,2016,Minnesota Timberwolves,Right,203.2,108.96
Anthony Bennett,947276,2016,Toronto Raptors,Right,203.2,108.96
Anthony Bennett,1015696,2017,Brooklyn Nets,Right,203.2,108.96
Anthony Carter,385000,2000,Miami Heat,Right,185.42,86.26
Anthony Carter,1200000,2001,Miami Heat,Right,185.42,86.26
Anthony Carter,3250000,2002,Miami Heat,Right,185.42,86.26
Anthony Carter,3656250,2003,Miami Heat,Right,185.42,86.26
Anthony Carter,751179,2004,San Antonio Spurs,Right,185.42,86.26
Anthony Carter,807546,2005,Minnesota Timberwolves,Right,185.42,86.26
Anthony Carter,900498,2006,Minnesota Timberwolves,Right,185.42,86.26
Anthony Carter,1103225,2008,Denver Nuggets,Right,185.42,86.26
Anthony Carter,1147533,2009,Denver Nuggets,Right,185.42,86.26
Anthony Carter,1306455,2010,Denver Nuggets,Right,185.42,86.26
Anthony Carter,1352181,2011,New York Knicks,Right,185.42,86.26
Anthony Carter,1352181,2012,Toronto Raptors,Right,185.42,86.26
Anthony Davis,5144280,2013,New Orleans Hornets,Right,208.28,99.88
Anthony Davis,5375760,2014,New Orleans Pelicans,Right,208.28,99.88
Anthony Davis,5607240,2015,New Orleans Pelicans,Right,208.28,99.88
Anthony Davis,7070730,2016,New Orleans Pelicans,Right,208.28,99.88
Anthony Davis,22116750,2017,New Orleans Pelicans,Right,208.28,99.88
Anthony Davis,23775506,2018,New Orleans Pelicans,Right,208.28,99.88
Anthony Goldwire,139925,2003,San Antonio Spurs,Right,185.42,82.628
Anthony Goldwire,116713,2005,Milwaukee Bucks,Right,185.42,82.628
Anthony Goldwire,74652,2006,Los Angeles Clippers,Right,185.42,82.628
Anthony Johnson,1100000,2000,Orlando Magic,Right,190.5,86.26
Anthony Johnson,1200000,2001,Atlanta Hawks,Right,190.5,86.26
Anthony Johnson,699935,2003,New Jersey Nets,Right,190.5,86.26
Anthony Johnson,813679,2004,Indiana Pacers,Right,190.5,86.26
Anthony Johnson,2200000,2005,Indiana Pacers,Right,190.5,86.26
Anthony Johnson,2420000,2006,Indiana Pacers,Right,190.5,86.26
Anthony Johnson,2640000,2007,Atlanta Hawks,Right,190.5,86.26
Anthony Johnson,2860000,2008,Sacramento Kings,Right,190.5,86.26
Anthony Johnson,1910000,2009,Orlando Magic,Right,190.5,86.26
Anthony Johnson,2160000,2010,Orlando Magic,Right,190.5,86.26
Anthony Mason,4860100,2000,Charlotte Hornets,Left,200.66,113.5
Anthony Mason,5550000,2001,Miami Heat,Left,200.66,113.5
Anthony Mason,4538000,2002,Milwaukee Bucks,Left,200.66,113.5
Anthony Mason,4370819,2003,Milwaukee Bucks,Left,200.66,113.5
Anthony Mason,4348094,2004,Milwaukee Bucks,Left,200.66,113.5
Anthony Mason,4710435,2005,Milwaukee Bucks,Left,200.66,113.5
Anthony Miller,30000,2000,Houston Rockets,Right,205.74,102.15
Anthony Miller,40000,2001,Atlanta Hawks,Right,205.74,102.15
Anthony Miller,34118,2005,Atlanta Hawks,Right,205.74,102.15
Anthony Morrow,442114,2009,Golden State Warriors,Right,195.58,95.34
Anthony Morrow,736420,2010,Golden State Warriors,Right,195.58,95.34
Anthony Morrow,4000000,2011,New Jersey Nets,Right,195.58,95.34
Anthony Morrow,4000000,2012,New Jersey Nets,Right,195.58,95.34
Anthony Morrow,4000000,2013,Dallas Mavericks,Right,195.58,95.34
Anthony Morrow,1027424,2014,New Orleans Pelicans,Right,195.58,95.34
Anthony Morrow,3200000,2015,Oklahoma City Thunder,Right,195.58,95.34
Anthony Morrow,3344000,2016,Oklahoma City Thunder,Right,195.58,95.34
Anthony Morrow,3488000,2017,Chicago Bulls,Right,195.58,95.34
Anthony Parker,980280,2000,Orlando Magic,Right,198.12,97.61
Anthony Parker,4150000,2007,Toronto Raptors,Right,198.12,97.61
Anthony Parker,4350000,2008,Toronto Raptors,Right,198.12,97.61
Anthony Parker,4550000,2009,Toronto Raptors,Right,198.12,97.61
Anthony Parker,2644230,2010,Cleveland Cavaliers,Right,198.12,97.61
Anthony Parker,2855700,2011,Cleveland Cavaliers,Right,198.12,97.61
Anthony Parker,2250000,2012,Cleveland Cavaliers,Right,198.12,97.61
Anthony Peeler,2495500,2000,Minnesota Timberwolves,Left,193.04,94.432
Anthony Peeler,2740000,2001,Minnesota Timberwolves,Left,193.04,94.432
Anthony Peeler,2978500,2002,Minnesota Timberwolves,Left,193.04,94.432
Anthony Peeler,3350812,2003,Minnesota Timberwolves,Left,193.04,94.432
Anthony Peeler,1070000,2004,Sacramento Kings,Left,193.04,94.432
Anthony Peeler,1600000,2005,Washington Wizards,Left,193.04,94.432
Anthony Randolph,1709280,2009,Golden State Warriors,Left,208.28,93.07
Anthony Randolph,1837560,2010,Golden State Warriors,Left,208.28,93.07
Anthony Randolph,1965720,2011,Minnesota Timberwolves,Left,208.28,93.07
Anthony Randolph,2911231,2012,Minnesota Timberwolves,Left,208.28,93.07
Anthony Randolph,1674641,2013,Denver Nuggets,Left,208.28,93.07
Anthony Randolph,1750000,2014,Denver Nuggets,Left,208.28,93.07
Anthony Randolph,1825359,2015,Orlando Magic,Left,208.28,93.07
Anthony Roberson,398762,2006,Memphis Grizzlies,Right,187.96,81.72
Anthony Roberson,267111,2007,Golden State Warriors,Right,187.96,81.72
Anthony Roberson,797581,2009,Chicago Bulls,Right,187.96,81.72
Anthony Tolliver,187248,2009,San Antonio Spurs,Right,203.2,108.96
Anthony Tolliver,26007,2009,New Orleans Hornets,Right,203.2,108.96
Anthony Tolliver,359546,2010,Golden State Warriors,Right,203.2,108.96
Anthony Tolliver,51983,2010,Portland Trail Blazers,Right,203.2,108.96
Anthony Tolliver,2200000,2011,Minnesota Timberwolves,Right,203.2,108.96
Anthony Tolliver,2050000,2012,Minnesota Timberwolves,Right,203.2,108.96
Anthony Tolliver,915852,2013,Atlanta Hawks,Right,203.2,108.96
Anthony Tolliver,1027424,2014,Charlotte Bobcats,Right,203.2,108.96
Anthony Tolliver,3000000,2015,Detroit Pistons,Right,203.2,108.96
Anthony Tolliver,3000000,2016,Detroit Pistons,Right,203.2,108.96
Anthony Tolliver,8000000,2017,Sacramento Kings,Right,203.2,108.96
Anthony Tolliver,3290000,2018,Detroit Pistons,Right,203.2,108.96
Anthony Tolliver,2000000,2018,Sacramento Kings,Right,203.2,108.96
Antoine Carr,1000000,2000,Vancouver Grizzlies,Right,205.74,102.15
Antoine Walker,9000000,2000,Boston Celtics,Right,203.2,101.696
Antoine Walker,10130000,2001,Boston Celtics,Right,203.2,101.696
Antoine Walker,11250000,2002,Boston Celtics,Right,203.2,101.696
Antoine Walker,12375000,2003,Boston Celtics,Right,203.2,101.696
Antoine Walker,13500000,2004,Dallas Mavericks,Right,203.2,101.696
Antoine Walker,14625000,2005,Atlanta Hawks,Right,203.2,101.696
Antoine Walker,6880000,2006,Miami Heat,Right,203.2,101.696
Antoine Walker,7606820,2007,Miami Heat,Right,203.2,101.696
Antoine Walker,8329640,2008,Minnesota Timberwolves,Right,203.2,101.696
Antoine Walker,8854475,2009,Memphis Grizzlies,Right,203.2,101.696
Antoine Wright,1461360,2006,New Jersey Nets,Right,200.66,95.34
Antoine Wright,1570920,2007,New Jersey Nets,Right,200.66,95.34
Antoine Wright,1680600,2008,Dallas Mavericks,Right,200.66,95.34
Antoine Wright,1800000,2009,Dallas Mavericks,Right,200.66,95.34
Antoine Wright,2110550,2010,Toronto Raptors,Right,200.66,95.34
Antoine Wright,992680,2011,Sacramento Kings,Right,200.66,95.34
Antonio Burks,385277,2005,Memphis Grizzlies,Right,185.42,90.8
Antonio Burks,641748,2006,Memphis Grizzlies,Right,185.42,90.8
Antonio Daniels,2794920,2000,San Antonio Spurs,Right,193.04,88.53
Antonio Daniels,2820000,2001,San Antonio Spurs,Right,193.04,88.53
Antonio Daniels,3000000,2002,San Antonio Spurs,Right,193.04,88.53
Antonio Daniels,3375000,2003,Portland Trail Blazers,Right,193.04,88.53
Antonio Daniels,2200000,2004,Seattle SuperSonics,Right,193.04,88.53
Antonio Daniels,2200000,2005,Seattle SuperSonics,Right,193.04,88.53
Antonio Daniels,5000000,2006,Washington Wizards,Right,193.04,88.53
Antonio Daniels,5400000,2007,Washington Wizards,Right,193.04,88.53
Antonio Daniels,5800000,2008,Washington Wizards,Right,193.04,88.53
Antonio Daniels,6200000,2009,New Orleans Hornets,Right,193.04,88.53
Antonio Daniels,5863580,2010,Minnesota Timberwolves,Right,193.04,88.53
Antonio Davis,4200000,2000,Toronto Raptors,Right,205.74,97.61
Antonio Davis,5500000,2001,Toronto Raptors,Right,205.74,97.61
Antonio Davis,11000000,2002,Toronto Raptors,Right,205.74,97.61
Antonio Davis,12000000,2003,Toronto Raptors,Right,205.74,97.61
Antonio Davis,12925000,2004,Chicago Bulls,Right,205.74,97.61
Antonio Davis,12925000,2005,Chicago Bulls,Right,205.74,97.61
Antonio Davis,13925000,2006,New York Knicks,Right,205.74,97.61
Antonio Harvey,510000,2000,Portland Trail Blazers,Right,210.82,102.15
Antonio Harvey,611000,2001,Portland Trail Blazers,Right,210.82,102.15
Antonio Harvey,715850,2002,Seattle SuperSonics,Right,210.82,102.15
Antonio Harvey,60361,2003,Atlanta Hawks,Right,210.82,102.15
Antonio McDyess,9900000,2000,Denver Nuggets,Right,205.74,99.88
Antonio McDyess,10800000,2001,Denver Nuggets,Right,205.74,99.88
Antonio McDyess,11700000,2002,Denver Nuggets,Right,205.74,99.88
Antonio McDyess,12600000,2003,New York Knicks,Right,205.74,99.88
Antonio McDyess,13500000,2004,New York Knicks,Right,205.74,99.88
Antonio McDyess,4903000,2005,Detroit Pistons,Right,205.74,99.88
Antonio McDyess,5393300,2006,Detroit Pistons,Right,205.74,99.88
Antonio McDyess,5883600,2007,Detroit Pistons,Right,205.74,99.88
Antonio McDyess,6373900,2008,Detroit Pistons,Right,205.74,99.88
Antonio McDyess,3000000,2009,Denver Nuggets,Right,205.74,99.88
Antonio McDyess,950419,2009,Detroit Pistons,Right,205.74,99.88
Antonio McDyess,4500000,2010,San Antonio Spurs,Right,205.74,99.88
Antonio McDyess,3000000,2010,Denver Nuggets,Right,205.74,99.88
Antonio McDyess,4860000,2011,San Antonio Spurs,Right,205.74,99.88
Antonio McDyess,2640000,2012,San Antonio Spurs,Right,205.74,99.88
Antonis Fotsis,332817,2002,Memphis Grizzlies,Right,208.28,99.426
Archie Goodwin,1064400,2014,Phoenix Suns,Right,195.58,89.892
Archie Goodwin,1112280,2015,Phoenix Suns,Right,195.58,89.892
Archie Goodwin,1160160,2016,Phoenix Suns,Right,195.58,89.892
Archie Goodwin,2094089,2017,Phoenix Suns,Right,195.58,89.892
Archie Goodwin,194494,2017,Brooklyn Nets,Right,195.58,89.892
Archie Goodwin,95600,2017,New Orleans Pelicans,Right,195.58,89.892
Arinze Onuaku,43226,2015,Minnesota Timberwolves,Right,205.74,124.85
Arinze Onuaku,440078,2017,Orlando Magic,Right,205.74,124.85
Armen Gilliam,3707200,2000,Orlando Magic,Right,205.74,104.42
Armen Gilliam,312000,2000,Utah Jazz,Right,205.74,104.42
Armon Johnson,473604,2011,Portland Trail Blazers,Left,190.5,88.53
Armon Johnson,762195,2012,Portland Trail Blazers,Left,190.5,88.53
Arnett Moultrie,1042320,2013,Philadelphia 76ers,Right,210.82,113.046
Arnett Moultrie,1089240,2014,Philadelphia 76ers,Right,210.82,113.046
Arnett Moultrie,1136160,2015,New York Knicks,Right,210.82,113.046
Aron Baynes,401170,2013,San Antonio Spurs,Right,208.28,118.04
Aron Baynes,788872,2014,San Antonio Spurs,Right,208.28,118.04
Aron Baynes,2077000,2015,San Antonio Spurs,Right,208.28,118.04
Aron Baynes,6500000,2016,Detroit Pistons,Right,208.28,118.04
Aron Baynes,6500000,2017,Detroit Pistons,Right,208.28,118.04
Aron Baynes,4328000,2018,Boston Celtics,Right,208.28,118.04
Arron Afflalo,944520,2008,Detroit Pistons,Right,195.58,97.61
Arron Afflalo,1015440,2009,Detroit Pistons,Right,195.58,97.61
Arron Afflalo,1086240,2010,Denver Nuggets,Right,195.58,97.61
Arron Afflalo,1959577,2011,Denver Nuggets,Right,195.58,97.61
Arron Afflalo,7562500,2012,Denver Nuggets,Right,195.58,97.61
Arron Afflalo,7750000,2013,Orlando Magic,Right,195.58,97.61
Arron Afflalo,7312500,2014,Orlando Magic,Right,195.58,97.61
Arron Afflalo,7750000,2015,Portland Trail Blazers,Right,195.58,97.61
Arron Afflalo,8000000,2016,New York Knicks,Right,195.58,97.61
Arron Afflalo,12500000,2017,Sacramento Kings,Right,195.58,97.61
Arron Afflalo,1500000,2018,Sacramento Kings,Right,195.58,97.61
Arron Afflalo,1471382,2018,Orlando Magic,Right,195.58,97.61
Art Long,25000,2000,Sacramento Kings,Right,205.74,113.5
Art Long,465850,2002,Seattle SuperSonics,Right,205.74,113.5
Art Long,193424,2003,Denver Nuggets,Right,205.74,113.5
Art Long,35819,2003,Toronto Raptors,Right,205.74,113.5
Arvydas Macijauskas,2500000,2006,New Orleans/Oklahoma City Hornets,Right,193.04,97.156
Arvydas Macijauskas,500000,2007,New Orleans/Oklahoma City Hornets,Right,193.04,97.156
Arvydas Macijauskas,500000,2008,New Orleans Hornets,Right,193.04,97.156
Arvydas Sabonis,9818481,2000,Portland Trail Blazers,Right,220.98,126.666
Arvydas Sabonis,11250000,2001,Portland Trail Blazers,Right,220.98,126.666
Arvydas Sabonis,6850000,2003,Portland Trail Blazers,Right,220.98,126.666
Arvydas Sabonis,3000000,2005,Portland Trail Blazers,Right,220.98,126.666
Austin Croshere,1515120,2000,Indiana Pacers,Right,205.74,106.69
Austin Croshere,5300000,2001,Indiana Pacers,Right,205.74,106.69
Austin Croshere,6310000,2002,Indiana Pacers,Right,205.74,106.69
Austin Croshere,6960000,2003,Indiana Pacers,Right,205.74,106.69
Austin Croshere,7610000,2004,Indiana Pacers,Right,205.74,106.69
Austin Croshere,8260000,2005,Indiana Pacers,Right,205.74,106.69
Austin Croshere,7900000,2006,Indiana Pacers,Right,205.74,106.69
