name,salary,season,team,shoots,height_cm,weight_kg,age,games_played,mins_played,pts,ppm,ppg
Jannero Pargo,165487,2013,Washington Wizards,Right,185.42,79.45,33,7,102,21,0.20588,3
Jannero Pargo,165487,2013,Atlanta Hawks,Right,185.42,79.45,33,7,113,35,0.30973,5
Jannero Pargo,165487,2013,Charlotte Hornets,Right,185.42,79.45,33,18,292,151,0.51712,8.38889
Jannero Pargo,1399507,2014,Charlotte Hornets,Right,185.42,79.45,34,29,242,136,0.56198,4.68966
Jannero Pargo,1448490,2015,Charlotte Hornets,Right,185.42,79.45,35,9,73,41,0.56164,4.55556
Jared Cunningham,1156320,2013,Dallas Mavericks,Right,193.04,88.076,21,8,26,16,0.61538,2
Jared Cunningham,1208400,2014,TOT,Right,193.04,88.076,22,13,80,26,0.325,2
Jared Cunningham,1208400,2014,Atlanta Hawks,Right,193.04,88.076,22,5,22,2,0.09091,0.4
Jared Cunningham,1208400,2014,Sacramento Kings,Right,193.04,88.076,22,8,58,24,0.41379,3
Jared Cunningham,981348,2016,TOT,Right,193.04,88.076,24,44,410,120,0.29268,2.72727
Jared Cunningham,981348,2016,Cleveland Cavaliers,Right,193.04,88.076,24,40,355,104,0.29296,2.6
Jared Cunningham,981348,2016,Milwaukee Bucks,Right,193.04,88.076,24,4,55,16,0.29091,4
Jared Dudley,1137000,2008,Charlotte Hornets,Right,200.66,102.15,22,73,1384,422,0.30491,5.78082
Jared Dudley,1222320,2009,TOT,Right,200.66,102.15,23,68,1155,372,0.32208,5.47059
Jared Dudley,1222320,2009,Charlotte Hornets,Right,200.66,102.15,23,20,427,108,0.25293,5.4
Jared Dudley,1222320,2009,Phoenix Suns,Right,200.66,102.15,23,48,728,264,0.36264,5.5
Jared Dudley,1307640,2010,Phoenix Suns,Right,200.66,102.15,24,82,1991,674,0.33852,8.21951
Jared Dudley,2151068,2011,Phoenix Suns,Right,200.66,102.15,25,82,2140,867,0.40514,10.57317
Jared Dudley,4250000,2012,Phoenix Suns,Right,200.66,102.15,26,65,2020,823,0.40743,12.66154
Jared Dudley,4250000,2013,Phoenix Suns,Right,200.66,102.15,27,79,2170,861,0.39677,10.89873
Jared Dudley,4250000,2014,Los Angeles Clippers,Right,200.66,102.15,28,74,1729,511,0.29555,6.90541
Jared Dudley,4250000,2015,Milwaukee Bucks,Right,200.66,102.15,29,72,1717,518,0.30169,7.19444
Jared Dudley,4250000,2016,Washington Wizards,Right,200.66,102.15,30,81,2098,638,0.3041,7.87654
Jared Jeffries,1594920,2003,Washington Wizards,Right,210.82,104.42,21,20,292,79,0.27055,3.95
Jared Jeffries,1714440,2004,Washington Wizards,Right,210.82,104.42,22,82,1913,464,0.24255,5.65854
Jared Jeffries,1834080,2005,Washington Wizards,Right,210.82,104.42,23,77,2007,523,0.26059,6.79221
Jared Jeffries,2433824,2006,Washington Wizards,Right,210.82,104.42,24,77,1951,489,0.25064,6.35065
Jared Jeffries,5215000,2007,New York Knicks,Right,210.82,104.42,25,55,1307,223,0.17062,4.05455
Jared Jeffries,5632200,2008,New York Knicks,Right,210.82,104.42,26,73,1325,269,0.20302,3.68493
Jared Jeffries,6049400,2009,New York Knicks,Right,210.82,104.42,27,56,1310,296,0.22595,5.28571
Jared Jeffries,6466600,2010,TOT,Right,210.82,104.42,28,70,1794,372,0.20736,5.31429
Jared Jeffries,6466600,2010,New York Knicks,Right,210.82,104.42,28,52,1462,284,0.19425,5.46154
Jared Jeffries,6466600,2010,Houston Rockets,Right,210.82,104.42,28,18,332,88,0.26506,4.88889
Jared Jeffries,6883800,2011,TOT,Right,210.82,104.42,29,42,601,74,0.12313,1.7619
Jared Jeffries,6883800,2011,Houston Rockets,Right,210.82,104.42,29,18,138,27,0.19565,1.5
Jared Jeffries,6883800,2011,New York Knicks,Right,210.82,104.42,29,24,463,47,0.10151,1.95833
Jared Jeffries,1229255,2012,New York Knicks,Right,210.82,104.42,30,39,729,170,0.2332,4.35897
Jared Jeffries,1475106,2013,Portland Trail Blazers,Right,210.82,104.42,31,38,350,44,0.12571,1.15789
Jared Reiner,385277,2005,Chicago Bulls,Right,210.82,115.77,22,19,132,21,0.15909,1.10526
Jared Reiner,396905,2007,Milwaukee Bucks,Right,210.82,115.77,24,27,244,33,0.13525,1.22222
Jared Sullinger,1306920,2013,Boston Celtics,Right,205.74,127.12,20,45,892,270,0.30269,6
Jared Sullinger,1365720,2014,Boston Celtics,Right,205.74,127.12,21,74,2041,982,0.48114,13.27027
Jared Sullinger,1424520,2015,Boston Celtics,Right,205.74,127.12,22,58,1566,770,0.4917,13.27586
Jared Sullinger,2269260,2016,Boston Celtics,Right,205.74,127.12,23,81,1915,834,0.43551,10.2963
Jaren Jackson,2483333,2000,San Antonio Spurs,Right,193.04,86.26,32,81,1691,513,0.30337,6.33333
Jaren Jackson,1750000,2001,San Antonio Spurs,Right,193.04,86.26,33,16,114,39,0.34211,2.4375
Jaren Jackson,3020834,2002,Orlando Magic,Right,193.04,86.26,34,9,144,39,0.27083,4.33333
Jarnell Stokes,725000,2015,Memphis Grizzlies,Right,205.74,119.402,21,19,126,57,0.45238,3
Jarnell Stokes,845059,2016,TOT,Right,205.74,119.402,22,7,18,7,0.38889,1
Jarnell Stokes,845059,2016,Memphis Grizzlies,Right,205.74,119.402,22,2,4,0,0,0
Jarnell Stokes,845059,2016,Miami Heat,Right,205.74,119.402,22,5,14,7,0.5,1.4
Jarrett Jack,1058640,2006,Portland Trail Blazers,Right,190.5,91.708,22,79,1599,526,0.32896,6.65823
Jarrett Jack,1137960,2007,Portland Trail Blazers,Right,190.5,91.708,23,79,2651,946,0.35685,11.97468
Jarrett Jack,1217400,2008,Portland Trail Blazers,Right,190.5,91.708,24,82,2229,814,0.36519,9.92683
Jarrett Jack,2002623,2009,Indiana Pacers,Right,190.5,91.708,25,82,2716,1074,0.39543,13.09756
Jarrett Jack,4500000,2010,Toronto Raptors,Right,190.5,91.708,26,82,2243,931,0.41507,11.35366
Jarrett Jack,4600000,2011,TOT,Right,190.5,91.708,27,83,1722,735,0.42683,8.85542
Jarrett Jack,4600000,2011,Toronto Raptors,Right,190.5,91.708,27,13,347,140,0.40346,10.76923
Jarrett Jack,4600000,2011,New Orleans Pelicans,Right,190.5,91.708,27,70,1375,595,0.43273,8.5
Jarrett Jack,5000000,2012,New Orleans Pelicans,Right,190.5,91.708,28,45,1530,700,0.45752,15.55556
Jarrett Jack,5400000,2013,Golden State Warriors,Right,190.5,91.708,29,79,2349,1023,0.4355,12.94937
Jarrett Jack,6300000,2014,Cleveland Cavaliers,Right,190.5,91.708,30,80,2252,760,0.33748,9.5
Jarrett Jack,6300000,2015,Brooklyn Nets,Right,190.5,91.708,31,80,2241,957,0.42704,11.9625
Jarrett Jack,6300000,2016,Brooklyn Nets,Right,190.5,91.708,32,32,1027,411,0.40019,12.84375
Jarron Collins,332817,2002,Utah Jazz,Right,210.82,115.77,23,70,1440,450,0.3125,6.42857
Jarron Collins,1150000,2003,Utah Jazz,Right,210.82,115.77,24,22,421,120,0.28504,5.45455
Jarron Collins,1250000,2004,Utah Jazz,Right,210.82,115.77,25,81,1732,482,0.27829,5.95062
Jarron Collins,1700000,2005,Utah Jazz,Right,210.82,115.77,26,50,961,213,0.22164,4.26
Jarron Collins,1700000,2006,Utah Jazz,Right,210.82,115.77,27,79,1730,415,0.23988,5.25316
Jarron Collins,2625698,2007,Utah Jazz,Right,210.82,115.77,28,82,913,204,0.22344,2.4878
Jarron Collins,2350000,2008,Utah Jazz,Right,210.82,115.77,29,70,702,118,0.16809,1.68571
Jarron Collins,2074302,2009,Utah Jazz,Right,210.82,115.77,30,26,201,40,0.199,1.53846
Jarron Collins,1181803,2010,Phoenix Suns,Right,210.82,115.77,31,34,261,34,0.13027,1
Jarron Collins,643551,2011,TOT,Right,210.82,115.77,32,28,181,19,0.10497,0.67857
Jarron Collins,643551,2011,Los Angeles Clippers,Right,210.82,115.77,32,23,157,17,0.10828,0.73913
Jarron Collins,643551,2011,Portland Trail Blazers,Right,210.82,115.77,32,5,24,2,0.08333,0.4
Jarvis Hayes,1748760,2004,Washington Wizards,Right,200.66,99.88,22,70,2044,673,0.32926,9.61429
Jarvis Hayes,1879920,2005,Washington Wizards,Right,200.66,99.88,23,54,1560,553,0.35449,10.24074
Jarvis Hayes,2011080,2006,Washington Wizards,Right,200.66,99.88,24,21,516,196,0.37984,9.33333
Jarvis Hayes,2564127,2007,Washington Wizards,Right,200.66,99.88,25,81,1626,585,0.35978,7.22222
Jarvis Hayes,1200000,2008,Detroit Pistons,Right,200.66,99.88,26,82,1287,552,0.4289,6.73171
Jarvis Hayes,1910000,2009,Brooklyn Nets,Right,200.66,99.88,27,74,1832,644,0.35153,8.7027
Jarvis Hayes,2062800,2010,Brooklyn Nets,Right,200.66,99.88,28,45,1033,350,0.33882,7.77778
Jarvis Varnado,275805,2013,TOT,Right,205.74,104.42,24,13,58,8,0.13793,0.61538
Jarvis Varnado,275805,2013,Boston Celtics,Right,205.74,104.42,24,5,18,6,0.33333,1.2
Jarvis Varnado,275805,2013,Miami Heat,Right,205.74,104.42,24,8,40,2,0.05,0.25
Jarvis Varnado,788872,2014,TOT,Right,205.74,104.42,25,24,339,99,0.29204,4.125
Jarvis Varnado,788872,2014,Chicago Bulls,Right,205.74,104.42,25,1,2,0,0,0
Jarvis Varnado,788872,2014,Philadelphia 76ers,Right,205.74,104.42,25,23,337,99,0.29377,4.30435
Jason Caffey,3937500,2000,Golden State Warriors,Right,203.2,115.77,26,71,2159,852,0.39463,12
Jason Caffey,4380000,2001,Milwaukee Bucks,Right,203.2,115.77,27,70,1460,500,0.34247,7.14286
Jason Caffey,4812500,2002,Milwaukee Bucks,Right,203.2,115.77,28,23,283,99,0.34982,4.30435
Jason Caffey,5250000,2003,Milwaukee Bucks,Right,203.2,115.77,29,51,894,295,0.32998,5.78431
Jason Collier,1190760,2001,Houston Rockets,Left,213.36,118.04,23,23,222,71,0.31982,3.08696
Jason Collier,1280040,2002,Houston Rockets,Left,213.36,118.04,24,25,365,106,0.29041,4.24
Jason Collier,1369440,2003,Houston Rockets,Left,213.36,118.04,25,13,104,36,0.34615,2.76923
Jason Collier,1500000,2005,Atlanta Hawks,Left,213.36,118.04,27,70,942,402,0.42675,5.74286
Jason Collins,1067400,2002,Brooklyn Nets,Right,213.36,115.77,23,77,1407,350,0.24876,4.54545
Jason Collins,1147440,2003,Brooklyn Nets,Right,213.36,115.77,24,81,1900,460,0.24211,5.67901
Jason Collins,1227480,2004,Brooklyn Nets,Right,213.36,115.77,25,78,2220,462,0.20811,5.92308
Jason Collins,1887864,2005,Brooklyn Nets,Right,213.36,115.77,26,80,2542,511,0.20102,6.3875
Jason Collins,5500000,2006,Brooklyn Nets,Right,213.36,115.77,27,71,1895,255,0.13456,3.59155
Jason Collins,5800000,2007,Brooklyn Nets,Right,213.36,115.77,28,80,1844,169,0.09165,2.1125
Jason Collins,6100000,2008,TOT,Right,213.36,115.77,29,74,1172,140,0.11945,1.89189
Jason Collins,6100000,2008,Brooklyn Nets,Right,213.36,115.77,29,43,684,60,0.08772,1.39535
Jason Collins,6100000,2008,Memphis Grizzlies,Right,213.36,115.77,29,31,488,80,0.16393,2.58065
Jason Collins,6200000,2009,Minnesota Timberwolves,Right,213.36,115.77,30,31,422,57,0.13507,1.83871
Jason Collins,1181803,2010,Atlanta Hawks,Right,213.36,115.77,31,24,115,16,0.13913,0.66667
Jason Collins,1352181,2011,Atlanta Hawks,Right,213.36,115.77,32,49,593,96,0.16189,1.95918
Jason Collins,1352181,2012,Atlanta Hawks,Right,213.36,115.77,33,30,308,39,0.12662,1.3
Jason Collins,1352181,2013,TOT,Right,213.36,115.77,34,38,384,41,0.10677,1.07895
Jason Collins,1352181,2013,Boston Celtics,Right,213.36,115.77,34,32,330,37,0.11212,1.15625
Jason Collins,1352181,2013,Washington Wizards,Right,213.36,115.77,34,6,54,4,0.07407,0.66667
Jason Hart,316969,2001,Milwaukee Bucks,Right,190.5,83.99,22,1,10,2,0.2,2
Jason Hart,465850,2002,San Antonio Spurs,Right,190.5,83.99,23,10,92,26,0.28261,2.6
Jason Hart,638679,2004,San Antonio Spurs,Right,190.5,83.99,25,53,660,177,0.26818,3.33962
Jason Hart,1400000,2005,Charlotte Hornets,Right,190.5,83.99,26,74,1887,706,0.37414,9.54054
Jason Hart,1540000,2006,Sacramento Kings,Right,190.5,83.99,27,66,818,218,0.2665,3.30303
Jason Hart,1680000,2007,TOT,Right,190.5,83.99,28,36,846,249,0.29433,6.91667
Jason Hart,1680000,2007,Sacramento Kings,Right,190.5,83.99,28,13,100,43,0.43,3.30769
Jason Hart,1680000,2007,Los Angeles Clippers,Right,190.5,83.99,28,23,746,206,0.27614,8.95652
Jason Hart,2300000,2008,Utah Jazz,Right,190.5,83.99,29,57,606,165,0.27228,2.89474
Jason Hart,2484000,2009,TOT,Right,190.5,83.99,30,39,348,78,0.22414,2
Jason Hart,2484000,2009,Los Angeles Clippers,Right,190.5,83.99,30,28,312,65,0.20833,2.32143
Jason Hart,2484000,2009,Denver Nuggets,Right,190.5,83.99,30,11,36,13,0.36111,1.18182
Jason Hart,451866,2010,TOT,Right,190.5,83.99,31,5,22,2,0.09091,0.4
Jason Hart,451866,2010,Minnesota Timberwolves,Right,190.5,83.99,31,1,5,0,0,0
Jason Hart,451866,2010,New Orleans Pelicans,Right,190.5,83.99,31,4,17,2,0.11765,0.5
Jason Kapono,366931,2004,Cleveland Cavaliers,Right,203.2,96.702,22,41,427,145,0.33958,3.53659
Jason Kapono,620046,2005,Charlotte Hornets,Right,203.2,96.702,23,81,1491,688,0.46144,8.49383
Jason Kapono,1100000,2006,Miami Heat,Right,203.2,96.702,24,51,665,207,0.31128,4.05882
Jason Kapono,1188000,2007,Miami Heat,Right,203.2,96.702,25,67,1767,730,0.41313,10.89552
Jason Kapono,5356000,2008,Toronto Raptors,Right,203.2,96.702,26,81,1530,580,0.37908,7.16049
Jason Kapono,5784480,2009,Toronto Raptors,Right,203.2,96.702,27,80,1831,654,0.35718,8.175
Jason Kapono,6212960,2010,Philadelphia 76ers,Right,203.2,96.702,28,57,976,324,0.33197,5.68421
Jason Kapono,6641440,2011,Philadelphia 76ers,Right,203.2,96.702,29,24,112,16,0.14286,0.66667
Jason Kapono,1223166,2012,Los Angeles Lakers,Right,203.2,96.702,30,27,269,54,0.20074,2
Jason Kidd,6858335,2000,Phoenix Suns,Right,193.04,93.07,26,67,2616,959,0.36659,14.31343
Jason Kidd,7680000,2001,Phoenix Suns,Right,193.04,93.07,27,77,3065,1299,0.42382,16.87013
Jason Kidd,8447500,2002,Brooklyn Nets,Right,193.04,93.07,28,82,3056,1208,0.39529,14.73171
Jason Kidd,9265000,2003,Brooklyn Nets,Right,193.04,93.07,29,80,2989,1495,0.50017,18.6875
Jason Kidd,13152000,2004,Brooklyn Nets,Right,193.04,93.07,30,67,2450,1036,0.42286,15.46269
Jason Kidd,14796000,2005,Brooklyn Nets,Right,193.04,93.07,31,66,2435,951,0.39055,14.40909
Jason Kidd,16440000,2006,Brooklyn Nets,Right,193.04,93.07,32,80,2975,1065,0.35798,13.3125
Jason Kidd,18084000,2007,Brooklyn Nets,Right,193.04,93.07,33,80,2933,1041,0.35493,13.0125
Jason Kidd,19728000,2008,TOT,Right,193.04,93.07,34,80,2906,864,0.29732,10.8
Jason Kidd,19728000,2008,Brooklyn Nets,Right,193.04,93.07,34,51,1895,577,0.30449,11.31373
Jason Kidd,19728000,2008,Dallas Mavericks,Right,193.04,93.07,34,29,1011,287,0.28388,9.89655
Jason Kidd,21372000,2009,Dallas Mavericks,Right,193.04,93.07,35,81,2886,731,0.25329,9.02469
Jason Kidd,8000000,2010,Dallas Mavericks,Right,193.04,93.07,36,80,2881,824,0.28601,10.3
Jason Kidd,8610500,2011,Dallas Mavericks,Right,193.04,93.07,37,80,2653,630,0.23747,7.875
Jason Kidd,10121000,2012,Dallas Mavericks,Right,193.04,93.07,38,48,1379,299,0.21682,6.22917
Jason Kidd,3090000,2013,New York Knicks,Right,193.04,93.07,39,76,2043,458,0.22418,6.02632
Jason Maxiell,905640,2006,Detroit Pistons,Right,200.66,118.04,22,26,159,60,0.37736,2.30769
Jason Maxiell,973440,2007,Detroit Pistons,Right,200.66,118.04,23,67,943,334,0.35419,4.98507
Jason Maxiell,1041360,2008,Detroit Pistons,Right,200.66,118.04,24,82,1768,651,0.36821,7.93902
Jason Maxiell,1877572,2009,Detroit Pistons,Right,200.66,118.04,25,78,1408,452,0.32102,5.79487
Jason Maxiell,5000000,2010,Detroit Pistons,Right,200.66,118.04,26,76,1550,513,0.33097,6.75
Jason Maxiell,5000000,2011,Detroit Pistons,Right,200.66,118.04,27,57,930,237,0.25484,4.15789
Jason Maxiell,5000000,2012,Detroit Pistons,Right,200.66,118.04,28,65,1466,424,0.28922,6.52308
Jason Maxiell,5000000,2013,Detroit Pistons,Right,200.66,118.04,29,72,1789,498,0.27837,6.91667
Jason Maxiell,2500000,2014,Orlando Magic,Right,200.66,118.04,30,34,488,109,0.22336,3.20588
Jason Maxiell,1316809,2015,Charlotte Hornets,Right,200.66,118.04,31,61,878,203,0.23121,3.32787
Jason Miskiri,15982,2000,Charlotte Hornets,Right,187.96,79.45,24,1,3,0,0,0
Jason Richardson,2425440,2002,Golden State Warriors,Right,198.12,99.88,21,80,2629,1151,0.43781,14.3875
Jason Richardson,2607360,2003,Golden State Warriors,Right,198.12,99.88,22,82,2698,1282,0.47517,15.63415
Jason Richardson,2789280,2004,Golden State Warriors,Right,198.12,99.88,23,78,2936,1461,0.49762,18.73077
Jason Richardson,3534018,2005,Golden State Warriors,Right,198.12,99.88,24,72,2724,1559,0.57232,21.65278
Jason Richardson,8888888,2006,Golden State Warriors,Right,198.12,99.88,25,75,2877,1741,0.60514,23.21333
Jason Richardson,9999999,2007,Golden State Warriors,Right,198.12,99.88,26,51,1675,814,0.48597,15.96078
Jason Richardson,11111110,2008,Charlotte Hornets,Right,198.12,99.88,27,82,3149,1788,0.5678,21.80488
Jason Richardson,12222221,2009,TOT,Right,198.12,99.88,28,72,2410,1212,0.5029,16.83333
Jason Richardson,12222221,2009,Charlotte Hornets,Right,198.12,99.88,28,14,491,262,0.5336,18.71429
Jason Richardson,12222221,2009,Phoenix Suns,Right,198.12,99.88,28,58,1919,950,0.49505,16.37931
Jason Richardson,13333333,2010,Phoenix Suns,Right,198.12,99.88,29,79,2485,1239,0.49859,15.68354
Jason Richardson,14444444,2011,TOT,Right,198.12,99.88,30,80,2715,1249,0.46004,15.6125
Jason Richardson,14444444,2011,Phoenix Suns,Right,198.12,99.88,30,25,796,483,0.60678,19.32
Jason Richardson,14444444,2011,Orlando Magic,Right,198.12,99.88,30,55,1919,766,0.39917,13.92727
Jason Richardson,5395000,2012,Orlando Magic,Right,198.12,99.88,31,54,1591,629,0.39535,11.64815
Jason Richardson,5799625,2013,Philadelphia 76ers,Right,198.12,99.88,32,33,936,347,0.37073,10.51515
Jason Richardson,6601125,2015,Philadelphia 76ers,Right,198.12,99.88,34,19,416,172,0.41346,9.05263
Jason Smith,1233840,2008,Philadelphia 76ers,Right,213.36,108.96,21,76,1107,340,0.30714,4.47368
Jason Smith,1418880,2010,Philadelphia 76ers,Right,213.36,108.96,23,56,658,189,0.28723,3.375
Jason Smith,2187913,2011,New Orleans Pelicans,Right,213.36,108.96,24,77,1102,331,0.30036,4.2987
Jason Smith,2500000,2012,New Orleans Pelicans,Right,213.36,108.96,25,40,947,396,0.41816,9.9
Jason Smith,2500000,2013,New Orleans Pelicans,Right,213.36,108.96,26,51,876,420,0.47945,8.23529
Jason Smith,2500000,2014,New Orleans Pelicans,Right,213.36,108.96,27,31,830,301,0.36265,9.70968
Jason Smith,3278000,2015,New York Knicks,Right,213.36,108.96,28,82,1785,656,0.36751,8
Jason Smith,4300000,2016,Orlando Magic,Right,213.36,108.96,29,76,1181,546,0.46232,7.18421
Jason Terry,1468920,2000,Atlanta Hawks,Right,187.96,79.904,22,81,1888,657,0.34799,8.11111
Jason Terry,1579080,2001,Atlanta Hawks,Right,187.96,79.904,23,82,3089,1619,0.52412,19.7439
Jason Terry,1689360,2002,Atlanta Hawks,Right,187.96,79.904,24,78,2967,1504,0.50691,19.28205
Jason Terry,2153934,2003,Atlanta Hawks,Right,187.96,79.904,25,81,3081,1395,0.45278,17.22222
Jason Terry,8333333,2004,Atlanta Hawks,Right,187.96,79.904,26,81,3018,1359,0.4503,16.77778
Jason Terry,7500000,2005,Dallas Mavericks,Right,187.96,79.904,27,80,2401,993,0.41358,12.4125
Jason Terry,6666667,2006,Dallas Mavericks,Right,187.96,79.904,28,80,2798,1371,0.48999,17.1375
Jason Terry,8100000,2007,Dallas Mavericks,Right,187.96,79.904,29,81,2846,1350,0.47435,16.66667
Jason Terry,8898000,2008,Dallas Mavericks,Right,187.96,79.904,30,82,2579,1269,0.49205,15.47561
Jason Terry,9196000,2009,Dallas Mavericks,Right,187.96,79.904,31,74,2491,1447,0.58089,19.55405
Jason Terry,9862500,2010,Dallas Mavericks,Right,187.96,79.904,32,77,2540,1280,0.50394,16.62338
Jason Terry,10650000,2011,Dallas Mavericks,Right,187.96,79.904,33,82,2564,1293,0.50429,15.76829
Jason Terry,11158000,2012,Dallas Mavericks,Right,187.96,79.904,34,63,2000,950,0.475,15.07937
Jason Terry,5000000,2013,Boston Celtics,Right,187.96,79.904,35,79,2124,799,0.37618,10.11392
Jason Terry,5625313,2014,Brooklyn Nets,Right,187.96,79.904,36,35,570,159,0.27895,4.54286
Jason Terry,5850313,2015,Houston Rockets,Right,187.96,79.904,37,77,1641,541,0.32968,7.02597
Jason Terry,1499187,2016,Houston Rockets,Right,187.96,79.904,38,72,1258,422,0.33545,5.86111
Jason Thompson,1893840,2009,Sacramento Kings,Right,210.82,113.5,22,82,2303,910,0.39514,11.09756
Jason Thompson,2035920,2010,Sacramento Kings,Right,210.82,113.5,23,75,2357,939,0.39839,12.52
Jason Thompson,2178000,2011,Sacramento Kings,Right,210.82,113.5,24,75,1748,663,0.37929,8.84
Jason Thompson,3001284,2012,Sacramento Kings,Right,210.82,113.5,25,64,1657,583,0.35184,9.10938
Jason Thompson,5250000,2013,Sacramento Kings,Right,210.82,113.5,26,82,2285,891,0.38993,10.86585
Jason Thompson,5643750,2014,Sacramento Kings,Right,210.82,113.5,27,82,2007,586,0.29198,7.14634
Jason Thompson,6037500,2015,Sacramento Kings,Right,210.82,113.5,28,81,1991,491,0.24661,6.06173
Jason Thompson,6431250,2016,TOT,Right,210.82,113.5,29,47,471,147,0.3121,3.12766
Jason Thompson,6431250,2016,Golden State Warriors,Right,210.82,113.5,29,28,179,60,0.3352,2.14286
Jason Thompson,6431250,2016,Toronto Raptors,Right,210.82,113.5,29,19,292,87,0.29795,4.57895
Jason Williams,1879920,2000,Sacramento Kings,Right,185.42,86.26,24,81,2760,999,0.36196,12.33333
Jason Williams,2011080,2001,Sacramento Kings,Right,185.42,86.26,25,77,2290,720,0.31441,9.35065
Jason Williams,2554072,2002,Memphis Grizzlies,Right,185.42,86.26,26,65,2236,959,0.42889,14.75385
Jason Williams,5500000,2003,Memphis Grizzlies,Right,185.42,86.26,27,76,2407,919,0.3818,12.09211
Jason Williams,6187500,2004,Memphis Grizzlies,Right,185.42,86.26,28,72,2115,782,0.36974,10.86111
Jason Williams,6875000,2005,Memphis Grizzlies,Right,185.42,86.26,29,71,1952,719,0.36834,10.12676
Jason Williams,7562500,2006,Miami Heat,Right,185.42,86.26,30,59,1874,728,0.38847,12.33898
Jason Williams,8250000,2007,Miami Heat,Right,185.42,86.26,31,61,1865,664,0.35603,10.88525
Jason Williams,8937500,2008,Miami Heat,Right,185.42,86.26,32,67,1886,588,0.31177,8.77612
Jason Williams,1306455,2010,Orlando Magic,Right,185.42,86.26,34,82,1703,493,0.28949,6.0122
Jason Williams,1352181,2011,TOT,Right,185.42,86.26,35,27,295,54,0.18305,2
Jason Williams,1352181,2011,Orlando Magic,Right,185.42,86.26,35,16,171,33,0.19298,2.0625
Jason Williams,1352181,2011,Memphis Grizzlies,Right,185.42,86.26,35,11,124,21,0.16935,1.90909
JaVale McGee,1392240,2009,Washington Wizards,Right,213.36,107.598,21,75,1143,489,0.42782,6.52
JaVale McGee,1496640,2010,Washington Wizards,Right,213.36,107.598,22,60,968,386,0.39876,6.43333
JaVale McGee,1601040,2011,Washington Wizards,Right,213.36,107.598,23,79,2193,798,0.36389,10.10127
JaVale McGee,2462400,2012,TOT,Right,213.36,107.598,24,61,1535,691,0.45016,11.32787
JaVale McGee,2462400,2012,Washington Wizards,Right,213.36,107.598,24,41,1124,486,0.43238,11.85366
JaVale McGee,2462400,2012,Denver Nuggets,Right,213.36,107.598,24,20,411,205,0.49878,10.25
JaVale McGee,10000000,2013,Denver Nuggets,Right,213.36,107.598,25,79,1433,717,0.50035,9.07595
JaVale McGee,10750000,2014,Denver Nuggets,Right,213.36,107.598,26,5,79,35,0.44304,7
JaVale McGee,11250000,2015,TOT,Right,213.36,107.598,27,23,256,106,0.41406,4.6087
JaVale McGee,11250000,2015,Denver Nuggets,Right,213.36,107.598,27,17,195,88,0.45128,5.17647
JaVale McGee,11250000,2015,Philadelphia 76ers,Right,213.36,107.598,27,6,61,18,0.29508,3
JaVale McGee,12000000,2016,Dallas Mavericks,Right,213.36,107.598,28,34,370,172,0.46486,5.05882
Javaris Crittenton,1285200,2008,TOT,Right,195.58,90.8,20,50,679,278,0.40943,5.56
Javaris Crittenton,1285200,2008,Los Angeles Lakers,Right,195.58,90.8,20,22,171,72,0.42105,3.27273
Javaris Crittenton,1285200,2008,Memphis Grizzlies,Right,195.58,90.8,20,28,508,206,0.40551,7.35714
Javaris Crittenton,1381560,2009,TOT,Right,195.58,90.8,21,63,1174,317,0.27002,5.03175
Javaris Crittenton,1381560,2009,Memphis Grizzlies,Right,195.58,90.8,21,7,44,19,0.43182,2.71429
Javaris Crittenton,1381560,2009,Washington Wizards,Right,195.58,90.8,21,56,1130,298,0.26372,5.32143
Jawad Williams,244463,2009,Cleveland Cavaliers,Right,205.74,98.972,25,10,20,12,0.6,1.2
Jawad Williams,736420,2010,Cleveland Cavaliers,Right,205.74,98.972,26,54,742,224,0.30189,4.14815
Jawad Williams,321652,2011,Cleveland Cavaliers,Right,205.74,98.972,27,26,391,104,0.26598,4
Jay Williams,3451920,2003,Chicago Bulls,Right,187.96,88.53,21,75,1961,714,0.3641,9.52
Jeff Adrien,342666,2011,Golden State Warriors,Right,200.66,110.322,24,23,196,57,0.29082,2.47826
Jeff Adrien,270427,2012,Houston Rockets,Right,200.66,110.322,25,8,63,21,0.33333,2.625
Jeff Adrien,804131,2013,Charlotte Hornets,Right,200.66,110.322,26,52,713,209,0.29313,4.01923
Jeff Adrien,916099,2014,TOT,Right,200.66,110.322,27,53,961,362,0.37669,6.83019
Jeff Adrien,916099,2014,Charlotte Hornets,Right,200.66,110.322,27,25,256,57,0.22266,2.28
Jeff Adrien,916099,2014,Milwaukee Bucks,Right,200.66,110.322,27,28,705,305,0.43262,10.89286
Jeff Adrien,981084,2015,Minnesota Timberwolves,Right,200.66,110.322,28,17,215,60,0.27907,3.52941
Jeff Ayres,457588,2010,Portland Trail Blazers,Right,205.74,108.96,22,39,405,104,0.25679,2.66667
Jeff Ayres,1500000,2012,Indiana Pacers,Right,205.74,108.96,24,20,106,34,0.32075,1.7
Jeff Ayres,1500000,2013,Indiana Pacers,Right,205.74,108.96,25,37,369,145,0.39295,3.91892
Jeff Ayres,1750000,2014,San Antonio Spurs,Right,205.74,108.96,26,73,952,240,0.2521,3.28767
Jeff Ayres,1828750,2015,San Antonio Spurs,Right,205.74,108.96,27,51,383,137,0.3577,2.68627
