Player,Season,Team,Salary,PPG,Height,Weight,PPM
Joel Przybilla,2011,Portland Trail Blazers,7405300,1.77419,216,116,0.1236
Joel Przybilla,2011,Charlotte Hornets,7405300,1.8,216,116,0.12162
Joel Przybilla,2012,Portland Trail Blazers,1145027,2.03704,216,116,0.12249
Joel Przybilla,2013,Milwaukee Bucks,1352181,0.16667,216,116,0.02941
Joey Dorsey,2009,Houston Rockets,816500,0.66667,203,122,0.33333
Joey Dorsey,2010,TOT,881000,1.53333,203,122,0.21698
Joey Dorsey,2010,Houston Rockets,881000,1.57143,203,122,0.2037
Joey Dorsey,2010,Sacramento Kings,881000,1.5,203,122,0.23077
Joey Dorsey,2011,Toronto Raptors,854389,3.13953,203,122,0.25862
Joey Dorsey,2015,Houston Rockets,948163,2.66667,203,122,0.21546
Joey Graham,2006,Toronto Raptors,1388400,6.6625,201,102,0.33713
Joey Graham,2007,Toronto Raptors,1492440,6.36709,201,102,0.38135
Joey Graham,2008,Toronto Raptors,1596600,3.63158,201,102,0.41692
Joey Graham,2009,Toronto Raptors,2449184,7.65385,201,102,0.38741
Joey Graham,2010,Denver Nuggets,884881,4.22222,201,102,0.35046
Joey Graham,2011,Cleveland Cavaliers,992680,5.17949,201,102,0.34471
Joffrey Lauvergne,2015,Denver Nuggets,1790280,3.875,211,100,0.34701
Joffrey Lauvergne,2016,Denver Nuggets,1709720,7.88136,211,100,0.44669
Johan Petro,2006,Oklahoma City Thunder,936600,5.19118,213,112,0.27535
Johan Petro,2007,Oklahoma City Thunder,1006800,6.19753,213,112,0.33245
Johan Petro,2008,Oklahoma City Thunder,1077120,6,213,112,0.32977
Johan Petro,2009,TOT,1939893,3.30612,213,112,0.2898
Johan Petro,2009,Oklahoma City Thunder,1939893,4.63636,213,112,0.29825
Johan Petro,2009,Denver Nuggets,1939893,2.22222,213,112,0.2765
Johan Petro,2010,Denver Nuggets,884881,3.38889,213,112,0.27982
Johan Petro,2011,Brooklyn Nets,3250000,3.54545,213,112,0.30571
Johan Petro,2012,Brooklyn Nets,3250000,4.23729,213,112,0.27174
Johan Petro,2013,Atlanta Hawks,3500000,3.48387,213,112,0.30682
John Amaechi,2000,Orlando Magic,385000,10.45,208,123,0.49644
John Amaechi,2001,Orlando Magic,600000,7.92683,208,123,0.38012
John Amaechi,2002,Utah Jazz,2175000,3.24074,208,123,0.29863
John Amaechi,2003,Utah Jazz,2392500,1.98,208,123,0.20886
John Celestand,2000,Los Angeles Lakers,301875,2.3125,193,81,0.2
John Crotty,2000,Detroit Pistons,760000,4.71014,185,84,0.34685
John Crotty,2001,Utah Jazz,800000,2.09677,185,84,0.24621
John Crotty,2002,Utah Jazz,1000000,6.92683,185,84,0.35411
John Crotty,2003,Denver Nuggets,138171,3.41667,185,84,0.22778
John Edwards,2005,Indiana Pacers,385277,1.16,213,125,0.20863
John Edwards,2006,Atlanta Hawks,1000000,1.75,213,125,0.23649
John Henson,2013,Milwaukee Bucks,1823280,6.03175,211,100,0.45949
John Henson,2014,Milwaukee Bucks,1905360,11.12857,211,100,0.41972
John Henson,2015,Milwaukee Bucks,1987320,7.01493,211,100,0.38274
John Henson,2016,Milwaukee Bucks,2943221,6.96491,211,100,0.41354
John Jenkins,2013,Atlanta Hawks,1204560,6.13115,193,98,0.41463
John Jenkins,2014,Atlanta Hawks,1258800,3.07692,193,98,0.25316
John Jenkins,2015,Atlanta Hawks,1312920,5.625,193,98,0.45455
John Jenkins,2016,TOT,981000,4.13953,193,98,0.37083
John Jenkins,2016,Dallas Mavericks,981000,3.28571,193,98,0.35751
John Jenkins,2016,Phoenix Suns,981000,4.95455,193,98,0.37979
John Lucas III,2006,Houston Rockets,34041,2.30769,180,75,0.28037
John Lucas III,2007,Houston Rockets,700000,3.2766,180,75,0.40209
John Lucas III,2011,Chicago Bulls,208264,1,180,75,0.2
John Lucas III,2012,Chicago Bulls,915852,7.53061,180,75,0.50826
John Lucas III,2013,Toronto Raptors,1500000,5.28571,180,75,0.40266
John Lucas III,2014,Utah Jazz,1600000,3.78571,180,75,0.26904
John Lucas III,2015,Detroit Pistons,123827,4.66667,180,75,0.36029
John Salley,2000,Los Angeles Lakers,510000,1.57778,211,104,0.23432
John Salmons,2003,Philadelphia 76ers,670800,2.0625,201,95,0.2619
John Salmons,2004,Philadelphia 76ers,865320,5.75325,201,95,0.27636
John Salmons,2005,Philadelphia 76ers,925680,4.06897,201,95,0.23766
John Salmons,2006,Philadelphia 76ers,1669001,7.54878,201,95,0.30063
John Salmons,2007,Sacramento Kings,4400000,8.49367,201,95,0.31429
John Salmons,2008,Sacramento Kings,4752000,12.53086,201,95,0.40326
John Salmons,2009,TOT,5104000,18.3038,201,95,0.48868
John Salmons,2009,Sacramento Kings,5104000,18.30189,201,95,0.4899
John Salmons,2009,Chicago Bulls,5104000,18.30769,201,95,0.48621
John Salmons,2010,TOT,5456000,15.37037,201,95,0.44086
John Salmons,2010,Chicago Bulls,5456000,12.72549,201,95,0.38289
John Salmons,2010,Milwaukee Bucks,5456000,19.86667,201,95,0.5279
John Salmons,2011,Milwaukee Bucks,8000000,14.0274,201,95,0.40094
John Salmons,2012,Sacramento Kings,8500000,7.47826,201,95,0.2752
John Salmons,2013,Sacramento Kings,8083000,8.84211,201,95,0.295
John Salmons,2014,TOT,7583000,5.16667,201,95,0.23349
John Salmons,2014,Sacramento Kings,7583000,5.83333,201,95,0.23596
John Salmons,2014,Toronto Raptors,7583000,4.96667,201,95,0.23263
John Salmons,2015,New Orleans Pelicans,2000000,2,201,95,0.15556
John Starks,2000,TOT,4000000,13.91892,191,82,0.43277
John Starks,2000,Golden State Warriors,4000000,14.69697,191,82,0.43773
John Starks,2000,Chicago Bulls,4000000,7.5,191,82,0.36585
John Starks,2001,Utah Jazz,2250000,9.32,191,82,0.32941
John Starks,2002,Utah Jazz,2475000,4.39394,191,82,0.31216
John Stockton,2000,Utah Jazz,11000000,12.07317,185,77,0.40707
John Stockton,2001,Utah Jazz,11000000,11.5122,185,77,0.39383
John Stockton,2002,Utah Jazz,7000000,13.43902,185,77,0.42946
John Stockton,2003,Utah Jazz,7875000,10.78049,185,77,0.38857
John Thomas,2000,Toronto Raptors,832560,2.07273,206,120,0.23899
John Thomas,2006,TOT,178675,0.9375,206,120,0.11811
John Thomas,2006,Memphis Grizzlies,178675,1.33333,206,120,0.16
John Thomas,2006,Atlanta Hawks,178675,0.81818,206,120,0.13636
John Thomas,2006,Brooklyn Nets,178675,1,206,120,0.05556
John Wall,2011,Washington Wizards,5144280,16.3913,193,89,0.434
John Wall,2012,Washington Wizards,5530080,16.30303,193,89,0.45096
John Wall,2013,Washington Wizards,5915880,18.4898,193,89,0.56554
John Wall,2014,Washington Wizards,7459925,19.30488,193,89,0.53121
John Wall,2015,Washington Wizards,14746000,17.55696,193,89,0.4889
John Wall,2016,Washington Wizards,15851950,19.88312,193,89,0.54993
John Wallace,2000,New York Knicks,2000000,6.53333,203,102,0.49123
John Wallace,2001,Detroit Pistons,2200000,5.925,203,102,0.44972
John Wallace,2002,Phoenix Suns,2630000,5.02174,203,102,0.47143
John Wallace,2004,Miami Heat,813679,4.27027,203,102,0.42935
Johnny Newman,2000,Brooklyn Nets,1100000,10,201,86,0.46512
Johnny Newman,2001,Brooklyn Nets,2000000,10.91463,201,86,0.4368
Johnny Newman,2002,Dallas Mavericks,1675000,4.21277,201,86,0.27348
Johnny O'Bryant,2015,Milwaukee Bucks,600000,2.94118,206,117,0.27174
Johnny O'Bryant,2016,Milwaukee Bucks,845059,3.0303,206,117,0.23337
Johnny Taylor,2000,TOT,1172400,1.83333,206,100,0.32353
Johnny Taylor,2000,Denver Nuggets,1172400,0,206,100,0
Johnny Taylor,2000,Orlando Magic,1172400,2.2,206,100,0.37931
Jon Barry,2000,Sacramento Kings,800000,7.98387,193,89,0.38642
Jon Barry,2001,Sacramento Kings,2730000,5.09677,193,89,0.31287
Jon Barry,2002,Detroit Pistons,3175000,9.0122,193,89,0.37229
Jon Barry,2003,Detroit Pistons,3175000,6.9375,193,89,0.37678
Jon Barry,2004,Denver Nuggets,3000000,6.15789,193,89,0.3188
Jon Barry,2005,TOT,1800000,6.5942,193,89,0.30233
Jon Barry,2005,Atlanta Hawks,1800000,5.1875,193,89,0.30182
Jon Barry,2005,Houston Rockets,1800000,7.01887,193,89,0.30244
Jon Barry,2006,Houston Rockets,1800000,4.3,193,89,0.25146
Jon Brockman,2010,Sacramento Kings,457588,2.82692,201,116,0.22477
Jon Brockman,2011,Milwaukee Bucks,1000000,2.15873,201,116,0.20089
Jon Brockman,2012,Milwaukee Bucks,1000000,1.05714,201,116,0.15481
Jon Leuer,2012,Milwaukee Bucks,473604,4.73913,208,104,0.39279
Jon Leuer,2013,TOT,762195,2,208,104,0.29947
Jon Leuer,2013,Cleveland Cavaliers,762195,2.44444,208,104,0.24176
Jon Leuer,2013,Memphis Grizzlies,762195,1.78947,208,104,0.35417
Jon Leuer,2015,Memphis Grizzlies,967500,4.53968,208,104,0.34709
Jon Leuer,2016,Phoenix Suns,1035000,8.46269,208,104,0.45179
Jonas Jerebko,2010,Detroit Pistons,457588,9.2625,208,105,0.33199
Jonas Jerebko,2012,Detroit Pistons,4500000,8.6875,208,105,0.37875
Jonas Jerebko,2013,Detroit Pistons,4500000,7.69388,208,105,0.42265
Jonas Jerebko,2014,Detroit Pistons,4500000,4.21875,208,105,0.36437
Jonas Jerebko,2015,TOT,4500000,5.97333,208,105,0.36423
Jonas Jerebko,2015,Detroit Pistons,4500000,5.23913,208,105,0.34282
Jonas Jerebko,2015,Boston Celtics,4500000,7.13793,208,105,0.39279
Jonas Jerebko,2016,Boston Celtics,5000000,4.35897,208,105,0.28912
Jonathan Bender,2000,Indiana Pacers,2214600,2.66667,211,92,0.49231
Jonathan Bender,2001,Indiana Pacers,2380680,3.27119,211,92,0.33624
Jonathan Bender,2002,Indiana Pacers,2546760,7.44872,211,92,0.35276
Jonathan Bender,2003,Indiana Pacers,3226745,6.58696,211,92,0.36996
Jonathan Bender,2004,Indiana Pacers,5800000,7.04762,211,92,0.54613
Jonathan Bender,2005,Indiana Pacers,6525000,5.14286,211,92,0.3871
Jonathan Bender,2006,Indiana Pacers,7175000,5,211,92,0.47619
Jonathan Bender,2010,New York Knicks,801361,4.72,211,92,0.40411
Jonny Flynn,2010,Minnesota Timberwolves,2969280,13.50617,183,84,0.46772
Jonny Flynn,2011,Minnesota Timberwolves,3192000,5.26415,183,84,0.28383
Jonny Flynn,2012,TOT,3414720,4.51724,183,84,0.3149
Jonny Flynn,2012,Houston Rockets,3414720,3.36364,183,84,0.27407
Jonny Flynn,2012,Portland Trail Blazers,3414720,5.22222,183,84,0.33452
Jordan Adams,2015,Memphis Grizzlies,1344120,3.13333,196,95,0.37903
Jordan Adams,2016,Memphis Grizzlies,1404600,3.5,196,95,0.46667
Jordan Clarkson,2015,Los Angeles Lakers,507336,11.91525,196,84,0.47629
Jordan Clarkson,2016,Los Angeles Lakers,845059,15.50633,196,84,0.48002
Jordan Crawford,2011,TOT,1042320,11.66667,193,89,0.47712
Jordan Crawford,2011,Atlanta Hawks,1042320,4.1875,193,89,0.41875
Jordan Crawford,2011,Washington Wizards,1042320,16.26923,193,89,0.48789
Jordan Crawford,2012,Washington Wizards,1120440,14.65625,193,89,0.53508
Jordan Crawford,2013,TOT,1198680,11.62857,193,89,0.4763
Jordan Crawford,2013,Washington Wizards,1198680,13.2093,193,89,0.50399
Jordan Crawford,2013,Boston Celtics,1198680,9.11111,193,89,0.42268
Jordan Crawford,2014,TOT,2162419,10.98765,193,89,0.47875
Jordan Crawford,2014,Boston Celtics,2162419,13.74359,193,89,0.44741
Jordan Crawford,2014,Golden State Warriors,2162419,8.42857,193,89,0.53555
Jordan Farmar,2007,Los Angeles Lakers,939120,4.44444,188,82,0.29358
Jordan Farmar,2008,Los Angeles Lakers,1009560,9.13415,188,82,0.4432
Jordan Farmar,2009,Los Angeles Lakers,1080000,6.4,188,82,0.34899
Jordan Farmar,2010,Los Angeles Lakers,1947240,7.20732,188,82,0.40095
Jordan Farmar,2011,Brooklyn Nets,3750000,9.60274,188,82,0.39031
Jordan Farmar,2012,Brooklyn Nets,4000000,10.41026,188,82,0.48857
Jordan Farmar,2014,Los Angeles Lakers,1106941,10.14634,188,82,0.45614
Jordan Farmar,2015,Los Angeles Clippers,2077000,4.63889,188,82,0.31569
Jordan Farmar,2016,Memphis Grizzlies,191456,9.16667,188,82,0.37801
Jordan Hamilton,2012,Denver Nuggets,1073286,4.42308,201,100,0.44574
Jordan Hamilton,2013,Denver Nuggets,1153800,5.2,201,100,0.52393
Jordan Hamilton,2014,TOT,1169880,6.73333,201,100,0.39647
Jordan Hamilton,2014,Denver Nuggets,1169880,6.82051,201,100,0.39701
Jordan Hamilton,2014,Houston Rockets,1169880,6.57143,201,100,0.39542
Jordan Hamilton,2015,Los Angeles Clippers,150591,2.71429,201,100,0.31148
Jordan Hamilton,2016,New Orleans Pelicans,119462,11.36364,201,100,0.41118
Jordan Hill,2010,TOT,2483280,5.19149,208,107,0.39103
Jordan Hill,2010,New York Knicks,2483280,4.04167,208,107,0.38492
Jordan Hill,2010,Houston Rockets,2483280,6.3913,208,107,0.39516
Jordan Hill,2011,Houston Rockets,2669520,5.63889,208,107,0.36089
Jordan Hill,2012,TOT,2855760,4.97436,208,107,0.35209
Jordan Hill,2012,Houston Rockets,2855760,5.03125,208,107,0.34328
Jordan Hill,2012,Los Angeles Lakers,2855760,4.71429,208,107,0.40244
Jordan Hill,2013,Los Angeles Lakers,3632527,6.68966,208,107,0.42358
Jordan Hill,2014,Los Angeles Lakers,3563600,9.66667,208,107,0.464
Jordan Hill,2015,Los Angeles Lakers,9000000,12.01429,208,107,0.44877
Jordan Hill,2016,Indiana Pacers,4000000,8.83562,208,107,0.42631
Jordan Mickey,2016,Boston Celtics,1200000,1.3125,203,107,0.36842
Jordan Williams,2012,Brooklyn Nets,473604,4.5814,208,118,0.31024
Jorge Garbajosa,2007,Toronto Raptors,3750000,8.46269,206,111,0.29701
Jorge Garbajosa,2008,Toronto Raptors,4000000,3.14286,206,111,0.2973
Joseph Forte,2002,Boston Celtics,939360,0.75,193,88,0.15385
Joseph Forte,2003,Oklahoma City Thunder,1009920,1.41176,193,88,0.27907
Josh Boone,2007,Brooklyn Nets,1053960,4.16393,208,108,0.37967
Josh Boone,2008,Brooklyn Nets,1133040,8.21429,208,108,0.32431
Josh Boone,2009,Brooklyn Nets,1212120,4.16129,208,108,0.2593
Josh Boone,2010,Brooklyn Nets,2056968,4.01587,208,108,0.24211
Josh Childress,2005,Atlanta Hawks,2490360,10.0875,203,95,0.33965
Josh Childress,2006,Atlanta Hawks,2677200,10.02703,203,95,0.32992
Josh Childress,2007,Atlanta Hawks,2863920,13,203,95,0.35326
Josh Childress,2008,Atlanta Hawks,3631449,11.81579,203,95,0.3949
Josh Childress,2011,Phoenix Suns,6500000,5.03704,203,95,0.30425
Josh Childress,2012,Phoenix Suns,6000000,2.94118,203,95,0.20367
Josh Childress,2013,BRK,7000000,1,203,95,0.14
Josh Davis,2005,Philadelphia 76ers,620046,2.78571,203,107,0.35671
Josh Davis,2006,TOT,131593,1,203,107,0.35294
Josh Davis,2006,Milwaukee Bucks,131593,0.5,203,107,0.16667
Josh Davis,2006,Houston Rockets,131593,0,203,107,0
Josh Davis,2006,Phoenix Suns,131593,4,203,107,0.8
Josh Davis,2012,Memphis Grizzlies,314041,1.86667,203,107,0.21538
Josh Harrellson,2012,New York Knicks,473604,4.37838,208,125,0.3
Josh Harrellson,2013,Miami Heat,354197,1.66667,208,125,0.32258
Josh Harrellson,2014,Detroit Pistons,884293,2.90625,208,125,0.29338
Josh Howard,2004,Dallas Mavericks,773400,8.58209,201,95,0.36186
Josh Howard,2005,Dallas Mavericks,863640,12.60526,201,95,0.39166
Josh Howard,2006,Dallas Mavericks,923880,15.64407,201,95,0.48198
Josh Howard,2007,Dallas Mavericks,1667603,18.87143,201,95,0.53809
Josh Howard,2008,Dallas Mavericks,9000000,19.90789,201,95,0.54878
Josh Howard,2009,Dallas Mavericks,9945000,18,201,95,0.56284
Josh Howard,2010,TOT,10890000,12.74286,201,95,0.48584
Josh Howard,2010,Dallas Mavericks,10890000,12.51613,201,95,0.46917
Josh Howard,2010,Washington Wizards,10890000,14.5,201,95,0.63736
Josh Howard,2011,Washington Wizards,3000000,8.44444,201,95,0.37164
Josh Howard,2012,Utah Jazz,2150000,8.65116,201,95,0.37538
Josh Howard,2013,Minnesota Timberwolves,1229255,6.72727,201,95,0.35749
Josh McRoberts,2008,Portland Trail Blazers,427163,1.5,208,109,0.42857
Josh McRoberts,2009,Indiana Pacers,711517,2.42424,208,109,0.28674
Josh McRoberts,2010,Indiana Pacers,825497,4.2619,208,109,0.3416
Josh McRoberts,2011,Indiana Pacers,885120,7.40278,208,109,0.33375
Josh McRoberts,2012,Los Angeles Lakers,3000000,2.76,208,109,0.1922
Josh McRoberts,2013,TOT,3135000,5.98507,208,109,0.26967
Josh McRoberts,2013,Orlando Magic,3135000,3.87805,208,109,0.23212
Josh McRoberts,2013,Charlotte Hornets,3135000,9.30769,208,109,0.30175
Josh McRoberts,2014,Charlotte Hornets,2652000,8.47436,208,109,0.28008
Josh McRoberts,2015,Miami Heat,5305000,4.23529,208,109,0.24324
Josh McRoberts,2016,Miami Heat,5543725,3.57143,208,109,0.2521
Josh Powell,2006,Dallas Mavericks,398762,2.97297,206,102,0.25641
Josh Powell,2007,TOT,744551,3.13514,206,102,0.32861
Josh Powell,2007,Indiana Pacers,744551,1.71429,206,102,0.1875
Josh Powell,2007,Golden State Warriors,744551,3.46667,206,102,0.35986
Josh Powell,2008,Los Angeles Clippers,800000,5.51562,206,102,0.28746
Josh Powell,2009,Los Angeles Lakers,854957,4.16667,206,102,0.35562
Josh Powell,2010,Los Angeles Lakers,959111,2.68254,206,102,0.29088
Josh Powell,2011,Atlanta Hawks,1069609,4.14815,206,102,0.34303
Josh Richardson,2016,Miami Heat,525093,6.55769,198,91,0.30804
Josh Selby,2012,Memphis Grizzlies,550000,2.25,188,83,0.26582
Josh Selby,2013,Memphis Grizzlies,762195,2,188,83,0.33898
Josh Smith,2005,Atlanta Hawks,1270080,9.66216,206,102,0.34878
Josh Smith,2006,Atlanta Hawks,1365360,11.275,206,102,0.35248
Josh Smith,2007,Atlanta Hawks,1460640,16.36111,206,102,0.44503
Josh Smith,2008,Atlanta Hawks,2243543,17.20988,206,102,0.48521
Josh Smith,2009,Atlanta Hawks,10000000,15.55072,206,102,0.44321
Josh Smith,2010,Atlanta Hawks,10800000,15.66667,206,102,0.44201
Josh Smith,2011,Atlanta Hawks,11600000,16.54545,206,102,0.48166
Josh Smith,2012,Atlanta Hawks,12400000,18.77273,206,102,0.53199
Josh Smith,2013,Atlanta Hawks,13200000,17.46053,206,102,0.4946
Josh Smith,2014,Detroit Pistons,13500000,16.41558,206,102,0.463
Josh Smith,2015,TOT,14000000,12.37349,206,102,0.44652
Josh Smith,2015,Detroit Pistons,14000000,13.10714,206,102,0.4096
Josh Smith,2015,Houston Rockets,14000000,12,206,102,0.47009
Josh Smith,2016,TOT,5400000,6.03636,206,102,0.37727
Josh Smith,2016,Los Angeles Clippers,5400000,5.65625,206,102,0.39434
Josh Smith,2016,Houston Rockets,5400000,6.56522,206,102,0.35867
Jrue Holiday,2010,Philadelphia 76ers,1514280,8.0411,193,93,0.3322
Jrue Holiday,2011,Philadelphia 76ers,1627920,13.96341,193,93,0.39469
Jrue Holiday,2012,Philadelphia 76ers,1741440,13.52308,193,93,0.40027
Jrue Holiday,2013,Philadelphia 76ers,2674852,17.73077,193,93,0.47266
Jrue Holiday,2014,New Orleans Pelicans,9213484,14.32353,193,93,0.42607
Jrue Holiday,2015,New Orleans Pelicans,9904495,14.8,193,93,0.45434
Jrue Holiday,2016,New Orleans Pelicans,10595507,16.75385,193,93,0.59476
Juan Carlos Navarro,2008,Memphis Grizzlies,538090,10.92683,191,77,0.42324
Juan Dixon,2003,Washington Wizards,1172400,6.42857,191,74,0.41731
Juan Dixon,2004,Washington Wizards,1260360,9.35211,191,74,0.44926
Juan Dixon,2005,Washington Wizards,1348200,8.04762,191,74,0.48102
Juan Dixon,2006,Portland Trail Blazers,2500000,12.30263,191,74,0.48698
Juan Dixon,2007,TOT,2550000,9.60494,191,74,0.40395
Juan Dixon,2007,Portland Trail Blazers,2550000,8.90909,191,74,0.39421
Juan Dixon,2007,Toronto Raptors,2550000,11.07692,191,74,0.42167
Juan Dixon,2008,TOT,2550000,4.96226,191,74,0.39371
Juan Dixon,2008,Toronto Raptors,2550000,4.25,191,74,0.36085
Juan Dixon,2008,Detroit Pistons,2550000,6.47059,191,74,0.45082
Juan Dixon,2009,Washington Wizards,998398,5.22,191,74,0.31985
Juaquin Hawkins,2003,Houston Rockets,587435,2.31034,201,100,0.19562
Jud Buechler,2000,Detroit Pistons,1100000,2.24138,198,100,0.19787
Jud Buechler,2001,Detroit Pistons,3260000,3.38596,198,100,0.26187
Jud Buechler,2002,TOT,3600000,1.68182,198,100,0.16228
Jud Buechler,2002,Phoenix Suns,3600000,1,198,100,0.11111
Jud Buechler,2002,Orlando Magic,3600000,1.75,198,100,0.16667
Julian Wright,2008,New Orleans Pelicans,1739160,3.91228,203,102,0.34844
Julian Wright,2009,New Orleans Pelicans,1869600,4.38889,203,102,0.30699
Julian Wright,2010,New Orleans Pelicans,2000040,3.80882,203,102,0.29736
Julian Wright,2011,Toronto Raptors,2858057,3.61538,203,102,0.24543
Julius Hodge,2006,Denver Nuggets,1148760,0.92857,201,95,0.39394
Julius Hodge,2007,TOT,1234800,1.66667,201,95,0.23077
Julius Hodge,2007,Denver Nuggets,1234800,1.5,201,95,0.16216
Julius Hodge,2007,Milwaukee Bucks,1234800,1.8,201,95,0.32143
Julius Randle,2015,Los Angeles Lakers,2997360,2,206,114,0.14286
Julius Randle,2016,Los Angeles Lakers,3132240,11.34568,206,114,0.40201
Julyan Stone,2012,Denver Nuggets,473604,1.63636,198,91,0.20112
Julyan Stone,2013,Denver Nuggets,762195,1.75,198,91,0.25
Jumaine Jones,2000,Philadelphia 76ers,684000,1.72727,203,99,0.41304
Jumaine Jones,2001,Philadelphia 76ers,735600,4.67692,203,99,0.35104
Jumaine Jones,2002,Cleveland Cavaliers,786600,8.28395,203,99,0.31326
Jumaine Jones,2003,Cleveland Cavaliers,1419026,9.8,203,99,0.35572
Jumaine Jones,2004,Boston Celtics,1500000,2.21429,203,99,0.24933
Jumaine Jones,2005,Los Angeles Lakers,1687500,7.59211,203,99,0.3153
Jumaine Jones,2006,Charlotte Hornets,1875000,10.51316,203,99,0.38248
Jumaine Jones,2007,Phoenix Suns,998967,2.22222,203,99,0.28986
Junior Harrington,2003,Denver Nuggets,349458,5.09756,193,82,0.20869
Junior Harrington,2005,New Orleans Pelicans,695046,5.62069,193,82,0.29636
Junior Harrington,2007,Memphis Grizzlies,390556,5.24138,193,82,0.27993
Justin Anderson,2016,Dallas Mavericks,1449000,3.78182,198,104,0.32148
Justin Hamilton,2015,TOT,816482,5.34146,213,118,0.30758
Justin Hamilton,2015,Miami Heat,816482,2.75,213,118,0.22837
Justin Hamilton,2015,Minnesota Timberwolves,816482,9,213,118,0.3617
Justin Harper,2012,Orlando Magic,473604,1.42857,208,102,0.2381
Justin Harper,2016,Detroit Pistons,99418,2.6,208,102,0.37143
Justin Holiday,2015,Golden State Warriors,816482,4.30508,198,84,0.38661
Justin Holiday,2016,TOT,947300,4.50943,198,84,0.30918
Justin Holiday,2016,Atlanta Hawks,947300,2.42308,198,84,0.23954
Justin Holiday,2016,Chicago Bulls,947300,6.51852,198,84,0.3451
Justin Reed,2005,Boston Celtics,385277,1.78261,203,109,0.33884
Justin Reed,2006,TOT,641748,4.51389,203,109,0.32598
Justin Reed,2006,Boston Celtics,641748,2.34375,203,109,0.25773
Justin Reed,2006,Minnesota Timberwolves,641748,6.25,203,109,0.35411
Justin Reed,2007,Minnesota Timberwolves,1300000,2.58537,203,109,0.33333
Justin Williams,2007,Sacramento Kings,261724,5.03846,208,102,0.39339
Justin Williams,2008,TOT,862456,1.47826,208,102,0.27642
Justin Williams,2008,Sacramento Kings,862456,1.40909,208,102,0.26496
Justin Williams,2008,Houston Rockets,862456,3,208,102,0.5
Justise Winslow,2016,Miami Heat,2481720,6.4359,201,102,0.22491
Juwan Howard,2000,Washington Wizards,15000000,14.87805,206,109,0.41939
Juwan Howard,2001,TOT,16875000,18.04938,206,109,0.49159
Juwan Howard,2001,Washington Wizards,16875000,18.16667,206,109,0.4952
Juwan Howard,2001,Dallas Mavericks,16875000,17.81481,206,109,0.48439
Juwan Howard,2002,TOT,18750000,14.62963,206,109,0.44972
Juwan Howard,2002,Dallas Mavericks,18750000,12.90566,206,109,0.4123
Juwan Howard,2002,Denver Nuggets,18750000,17.89286,206,109,0.51332
Juwan Howard,2003,Denver Nuggets,20625000,18.41558,206,109,0.51941
Juwan Howard,2004,Orlando Magic,4917000,16.98765,206,109,0.47828
Juwan Howard,2005,Houston Rockets,5408700,9.59016,206,109,0.36022
Juwan Howard,2006,Houston Rockets,5900400,11.775,206,109,0.3713
Juwan Howard,2007,Houston Rockets,6392100,9.6625,206,109,0.36411
Juwan Howard,2008,Dallas Mavericks,6883800,1.14,206,109,0.16147
Juwan Howard,2009,TOT,7375500,4.11905,206,109,0.36653
Juwan Howard,2009,Denver Nuggets,7375500,0.66667,206,109,0.09091
Juwan Howard,2009,Charlotte Hornets,7375500,4.38462,206,109,0.38
Juwan Howard,2010,Portland Trail Blazers,1306455,5.9863,206,109,0.26777
Juwan Howard,2011,Miami Heat,1352181,2.4386,206,109,0.2348
Juwan Howard,2012,Miami Heat,1352181,1.5,206,109,0.22105
K.J. McDaniels,2015,TOT,507336,7.85484,198,93,0.36021
K.J. McDaniels,2015,Philadelphia 76ers,507336,9.15385,198,93,0.36088
K.J. McDaniels,2015,Houston Rockets,507336,1.1,198,93,0.33333
K.J. McDaniels,2016,Houston Rockets,3333333,2.40541,198,93,0.37872
Kaniel Dickens,2004,Portland Trail Blazers,264011,2.33333,203,98,0.58333
Kaniel Dickens,2005,Brooklyn Nets,483938,1.18182,203,98,0.21311
Kaniel Dickens,2008,Cleveland Cavaliers,264897,0.4,203,98,0.16667
Kareem Rush,2003,Los Angeles Lakers,1021080,2.98684,198,98,0.26032
Kareem Rush,2004,Los Angeles Lakers,1097640,6.375,198,98,0.36897
Kareem Rush,2005,TOT,1174200,8.375,198,98,0.41529
Kareem Rush,2005,Los Angeles Lakers,1174200,0.85714,198,98,0.13187
Kareem Rush,2005,Charlotte Hornets,1174200,11.47059,198,98,0.4447
Kareem Rush,2006,Charlotte Hornets,3000000,10.08511,198,98,0.42664
Kareem Rush,2008,Indiana Pacers,854957,8.28169,198,98,0.39096
Kareem Rush,2009,Philadelphia 76ers,926678,2.16,198,98,0.27136
Kareem Rush,2010,Los Angeles Clippers,534906,1.28571,198,98,0.15517
Karl Malone,2000,Utah Jazz,14000000,25.54878,206,114,0.71089
Karl Malone,2001,Utah Jazz,15750000,23.18519,206,114,0.6487
Karl Malone,2002,Utah Jazz,17500000,22.35,206,114,0.58816
Karl Malone,2003,Utah Jazz,19250000,20.58025,206,114,0.56778
Karl Malone,2004,Los Angeles Lakers,1500000,13.19048,206,114,0.4035
Karl-Anthony Towns,2016,Minnesota Timberwolves,5703600,18.32927,213,111,0.57214
Kawhi Leonard,2012,San Antonio Spurs,1731960,7.92188,201,102,0.33051
Kawhi Leonard,2013,San Antonio Spurs,1861920,11.87931,201,102,0.38066
Kawhi Leonard,2014,San Antonio Spurs,1887840,12.78788,201,102,0.4389
