Player,Season,Team,Salary,PPG,Height,Weight,PPM
Aaron Gray,2013,Toronto Raptors,2575000,2.83333,213,123,0.23197
Aaron Gray,2014,TOT,2690875,1.75676,213,123,0.1831
Aaron Gray,2014,Toronto Raptors,2690875,1.25,213,123,0.25
Aaron Gray,2014,Sacramento Kings,2690875,1.81818,213,123,0.1791
Aaron McKie,2000,Philadelphia 76ers,1624000,7.96341,196,95,0.33453
Aaron McKie,2001,Philadelphia 76ers,1818000,11.55263,196,95,0.36675
Aaron McKie,2002,Philadelphia 76ers,4000000,12.22917,196,95,0.39905
Aaron McKie,2003,Philadelphia 76ers,4500000,9.0125,196,95,0.30371
Aaron McKie,2004,Philadelphia 76ers,5000000,9.18667,196,95,0.32623
Aaron McKie,2005,Philadelphia 76ers,5500000,2.23529,196,95,0.13596
Aaron McKie,2006,Los Angeles Lakers,6000000,0.5,196,95,0.05785
Aaron McKie,2007,Los Angeles Lakers,5570874,2.2,196,95,0.16794
Aaron Miles,2006,Golden State Warriors,155614,0.84211,185,79,0.13559
Aaron Williams,2000,Washington Wizards,1100000,7.60494,206,100,0.39871
Aaron Williams,2001,Brooklyn Nets,2250000,10.21951,206,100,0.35873
Aaron Williams,2002,Brooklyn Nets,2475000,7.21951,206,100,0.38292
Aaron Williams,2003,Brooklyn Nets,2700000,6.17284,206,100,0.31309
Aaron Williams,2004,Brooklyn Nets,2925000,6.25,206,100,0.33657
Aaron Williams,2005,TOT,3790257,1.7381,206,100,0.23175
Aaron Williams,2005,Brooklyn Nets,3790257,1.94737,206,100,0.24667
Aaron Williams,2005,Toronto Raptors,3790257,1.56522,206,100,0.21818
Aaron Williams,2006,TOT,3375000,4.625,206,100,0.28066
Aaron Williams,2006,Toronto Raptors,3375000,1.78571,206,100,0.25253
Aaron Williams,2006,NOK,3375000,5.79412,206,100,0.28468
Aaron Williams,2007,Los Angeles Clippers,1750000,2,206,100,0.20321
Aaron Williams,2008,Los Angeles Clippers,1890000,2.26667,206,100,0.22896
Acie Law,2008,Atlanta Hawks,1927080,4.19643,191,89,0.27168
Acie Law,2009,Atlanta Hawks,2071680,2.94545,191,89,0.28929
Acie Law,2010,TOT,2216160,4.34615,191,89,0.48291
Acie Law,2010,Golden State Warriors,2216160,6.2,191,89,0.4697
Acie Law,2010,Charlotte Hornets,2216160,1.77778,191,89,0.48485
Acie Law,2010,Chicago Bulls,2216160,5.5,191,89,0.48889
Acie Law,2011,TOT,656030,4.21569,191,89,0.29614
Acie Law,2011,Memphis Grizzlies,656030,1.09091,191,89,0.12766
Acie Law,2011,Golden State Warriors,656030,5.075,191,89,0.3212
Adam Harrington,2003,TOT,140636,1.57895,196,91,0.27027
Adam Harrington,2003,Dallas Mavericks,140636,0.84615,196,91,0.2973
Adam Harrington,2003,Denver Nuggets,140636,3.16667,196,91,0.25676
Adam Keefe,2000,Utah Jazz,3000000,2.17742,206,104,0.22351
Adam Keefe,2001,Golden State Warriors,3390000,2.50746,206,104,0.20096
Adam Morrison,2007,Charlotte Hornets,3616680,11.75641,203,93,0.39424
Adam Morrison,2009,TOT,4159200,4.01923,203,93,0.29395
Adam Morrison,2009,Charlotte Hornets,4159200,4.52273,203,93,0.29835
Adam Morrison,2009,Los Angeles Lakers,4159200,1.25,203,93,0.22727
Adam Morrison,2010,Los Angeles Lakers,5257229,2.3871,203,93,0.30705
Adonal Foyle,2000,Golden State Warriors,1922520,5.52632,208,114,0.25393
Adonal Foyle,2001,Golden State Warriors,3580000,5.89655,208,114,0.23473
Adonal Foyle,2002,Golden State Warriors,4400000,4.79747,208,114,0.25522
Adonal Foyle,2003,Golden State Warriors,4400000,5.36585,208,114,0.24622
Adonal Foyle,2004,Golden State Warriors,4400000,3.11364,208,114,0.23951
Adonal Foyle,2005,Golden State Warriors,6500000,4.51282,208,114,0.20706
Adonal Foyle,2006,Golden State Warriors,7312500,4.48052,208,114,0.18914
Adonal Foyle,2007,Golden State Warriors,8125000,2.22917,208,114,0.22526
Adonal Foyle,2008,Orlando Magic,8937500,1.90244,208,114,0.20155
Adonal Foyle,2009,TOT,6800000,1.7,208,114,0.27419
Adonal Foyle,2009,Orlando Magic,6800000,1.88889,208,114,0.28814
Adonal Foyle,2009,Memphis Grizzlies,6800000,0,208,114,0
Adrian Griffin,2000,Boston Celtics,385000,6.73611,196,99,0.25169
Adrian Griffin,2001,Boston Celtics,498500,2.11364,196,99,0.24668
Adrian Griffin,2002,Dallas Mavericks,565850,7.15517,196,99,0.30007
Adrian Griffin,2003,Dallas Mavericks,637435,4.39189,196,99,0.23671
Adrian Griffin,2004,Houston Rockets,751179,0.57895,196,99,0.08271
Adrian Griffin,2005,Chicago Bulls,870046,2.18841,196,99,0.22639
Adrian Griffin,2006,Dallas Mavericks,768718,4.55769,196,99,0.19036
Adrian Griffin,2007,Chicago Bulls,1475000,2.53704,196,99,0.23419
Adrian Griffin,2008,TOT,1593000,1.85714,196,99,0.21173
Adrian Griffin,2008,Chicago Bulls,1593000,2.31818,196,99,0.22973
Adrian Griffin,2008,Oklahoma City Thunder,1593000,1.07692,196,99,0.16471
Al Harrington,2000,Indiana Pacers,745800,6.56,206,104,0.38407
Al Harrington,2001,Indiana Pacers,797880,7.51282,206,104,0.30973
Al Harrington,2002,Indiana Pacers,1436982,13.09091,206,104,0.43869
Al Harrington,2003,Indiana Pacers,5060000,12.21951,206,104,0.40616
Al Harrington,2004,Indiana Pacers,5692500,13.26582,206,104,0.42933
Al Harrington,2005,Atlanta Hawks,6325000,17.54545,206,104,0.45412
Al Harrington,2006,Atlanta Hawks,6957500,18.56579,206,104,0.50719
Al Harrington,2007,TOT,7625000,16.47436,206,104,0.50137
Al Harrington,2007,Indiana Pacers,7625000,15.88889,206,104,0.47351
Al Harrington,2007,Golden State Warriors,7625000,16.97619,206,104,0.5262
Al Harrington,2008,Golden State Warriors,8425625,13.60494,206,104,0.5032
Al Harrington,2009,TOT,9226250,20.12329,206,104,0.57698
Al Harrington,2009,Golden State Warriors,9226250,12.4,206,104,0.37349
Al Harrington,2009,New York Knicks,9226250,20.69118,206,104,0.59118
Al Harrington,2010,New York Knicks,10026875,17.72222,206,104,0.58132
Al Harrington,2011,Denver Nuggets,5765000,10.47945,206,104,0.45946
Al Harrington,2012,Denver Nuggets,6226200,14.21875,206,104,0.51675
Al Harrington,2013,Orlando Magic,6687400,5.1,206,104,0.42857
Al Harrington,2014,Washington Wizards,3574300,6.61765,206,104,0.44031
Al Horford,2008,Atlanta Hawks,3745800,10.1358,208,111,0.32323
Al Horford,2009,Atlanta Hawks,4026720,11.53731,208,111,0.34478
Al Horford,2010,Atlanta Hawks,4307640,14.17284,208,111,0.40351
Al Horford,2011,Atlanta Hawks,5444857,15.2987,208,111,0.43565
Al Horford,2012,Atlanta Hawks,12000000,12.36364,208,111,0.3908
Al Horford,2013,Atlanta Hawks,12000000,17.41892,208,111,0.46771
Al Horford,2014,Atlanta Hawks,12000000,18.55172,208,111,0.56159
Al Horford,2015,Atlanta Hawks,12000000,15.21053,208,111,0.49871
Al Horford,2016,Atlanta Hawks,12000000,15.23171,208,111,0.47472
Al Jefferson,2005,Boston Celtics,1407240,6.69014,208,120,0.45195
Al Jefferson,2006,Boston Celtics,1512840,7.86441,208,120,0.43691
Al Jefferson,2007,Boston Celtics,1618320,16.04348,208,120,0.47736
Al Jefferson,2008,Minnesota Timberwolves,2480885,21.04878,208,120,0.5913
Al Jefferson,2009,Minnesota Timberwolves,11000000,23.12,208,120,0.62963
Al Jefferson,2010,Minnesota Timberwolves,12000000,17.11842,208,120,0.52822
Al Jefferson,2011,Utah Jazz,13000000,18.63415,208,120,0.51973
Al Jefferson,2012,Utah Jazz,14000000,19.18033,208,120,0.56386
Al Jefferson,2013,Utah Jazz,15000000,17.83333,208,120,0.53957
Al Jefferson,2014,Charlotte Hornets,13500000,21.83562,208,120,0.62436
Al Jefferson,2015,CHO,13666667,16.64615,208,120,0.54317
Al Jefferson,2016,CHO,13833333,11.95745,208,120,0.51277
Al Thornton,2008,Los Angeles Clippers,1652280,12.72152,203,100,0.46571
Al Thornton,2009,Los Angeles Clippers,1776240,16.8169,203,100,0.44989
Al Thornton,2010,TOT,1900200,10.72,203,100,0.38672
Al Thornton,2010,Los Angeles Clippers,1900200,10.7451,203,100,0.39004
Al Thornton,2010,Washington Wizards,1900200,10.66667,203,100,0.37982
Al Thornton,2011,TOT,2814196,7.38028,203,100,0.37889
Al Thornton,2011,Washington Wizards,2814196,8.02041,203,100,0.36763
Al Thornton,2011,Golden State Warriors,2814196,5.95455,203,100,0.4172
Al-Farouq Aminu,2011,Los Angeles Clippers,2563320,5.64198,206,98,0.31474
Al-Farouq Aminu,2012,New Orleans Pelicans,2755560,6.04545,206,98,0.27014
Al-Farouq Aminu,2013,New Orleans Pelicans,2947800,7.30263,206,98,0.26864
Al-Farouq Aminu,2014,New Orleans Pelicans,3700000,7.15,206,98,0.27971
Al-Farouq Aminu,2015,Dallas Mavericks,981084,5.56757,206,98,0.30161
Al-Farouq Aminu,2016,Portland Trail Blazers,7500000,10.23171,206,98,0.35839
Alan Anderson,2006,Charlotte Hornets,398762,5.75,198,100,0.36702
Alan Anderson,2007,Charlotte Hornets,102131,5.76471,198,100,0.38281
Alan Anderson,2013,Toronto Raptors,885120,10.66154,198,100,0.46355
Alan Anderson,2014,BRK,947907,7.23077,198,100,0.3181
Alan Anderson,2015,BRK,1276061,7.36486,198,100,0.3125
Alan Anderson,2016,Washington Wizards,4000000,5,198,100,0.33854
Alan Henderson,2000,Atlanta Hawks,5318437,13.20732,206,107,0.39027
Alan Henderson,2001,Atlanta Hawks,5910000,10.53425,206,107,0.42486
Alan Henderson,2002,Atlanta Hawks,6500312,5.5,206,107,0.33886
Alan Henderson,2003,Atlanta Hawks,7091250,4.80488,206,107,0.26372
Alan Henderson,2004,Atlanta Hawks,7682188,4,206,107,0.35294
Alan Henderson,2005,Dallas Mavericks,8273125,3.5,206,107,0.22693
Alan Henderson,2006,Cleveland Cavaliers,1138500,2.4902,206,107,0.23917
Alan Henderson,2007,Philadelphia 76ers,1178348,3.13158,206,107,0.28469
Alando Tucker,2008,Phoenix Suns,931920,3.66667,198,93,0.45833
Alando Tucker,2009,Phoenix Suns,1001880,4.6,198,93,0.48936
Alando Tucker,2010,TOT,1071720,3.4,198,93,0.53125
Alando Tucker,2010,Phoenix Suns,1071720,3.90909,198,93,0.60563
Alando Tucker,2010,Minnesota Timberwolves,1071720,2,198,93,0.32
Alec Burks,2012,Utah Jazz,2020200,7.20339,198,89,0.45261
Alec Burks,2013,Utah Jazz,2171640,7.04688,198,89,0.39666
Alec Burks,2014,Utah Jazz,2202000,13.96154,198,89,0.49658
Alec Burks,2015,Utah Jazz,3034356,13.85185,198,89,0.41602
Alec Burks,2016,Utah Jazz,9213484,13.29032,198,89,0.51694
Alex Acker,2006,Detroit Pistons,398762,1.8,196,84,0.25714
Alex Acker,2009,TOT,711517,2.88,196,84,0.36181
Alex Acker,2009,Detroit Pistons,711517,1.28571,196,84,0.45
Alex Acker,2009,Los Angeles Clippers,711517,3.5,196,84,0.35196
Alex Garcia,2004,San Antonio Spurs,366931,1.5,191,100,0.23077
Alex Garcia,2005,New Orleans Pelicans,620046,5.5,191,100,0.30137
Alex Kirk,2015,Cleveland Cavaliers,65000,0.8,213,111,0.28571
Alex Len,2014,Phoenix Suns,3492720,2.04762,216,116,0.23757
Alex Len,2015,Phoenix Suns,3649920,6.26087,216,116,0.28458
Alex Len,2016,Phoenix Suns,3807120,9.01282,216,116,0.38605
Alexander Johnson,2007,Memphis Grizzlies,412718,4.40678,206,109,0.34529
Alexander Johnson,2008,Miami Heat,687456,4.16279,206,109,0.32605
Alexey Shved,2013,Minnesota Timberwolves,2934610,8.63636,198,86,0.36141
Alexey Shved,2014,Minnesota Timberwolves,3150000,3.96825,198,86,0.37651
Alexey Shved,2015,TOT,3282056,10.33333,198,86,0.56584
Alexey Shved,2015,Philadelphia 76ers,3282056,9.94118,198,86,0.59298
Alexey Shved,2015,Houston Rockets,3282056,3.22222,198,86,0.49153
Alexey Shved,2015,New York Knicks,3282056,14.75,198,86,0.55792
Allan Houston,2000,New York Knicks,8000000,19.68293,198,91,0.50931
Allan Houston,2001,New York Knicks,9000000,18.70513,198,91,0.5105
Allan Houston,2002,New York Knicks,12750000,20.35065,198,91,0.53775
Allan Houston,2003,New York Knicks,14343750,22.5,198,91,0.59363
Allan Houston,2004,New York Knicks,15937500,18.48,198,91,0.51362
Allan Houston,2005,New York Knicks,17531250,11.85,198,91,0.44549
Allan Ray,2007,Boston Celtics,412718,6.17021,188,86,0.40845
Allen Crabbe,2015,Portland Trail Blazers,862000,3.29412,198,95,0.24597
Allen Crabbe,2016,Portland Trail Blazers,947276,10.2716,198,95,0.39525
Allen Iverson,2000,Philadelphia 76ers,9000000,28.41429,183,75,0.69716
Allen Iverson,2001,Philadelphia 76ers,10130000,31.08451,183,75,0.74085
Allen Iverson,2002,Philadelphia 76ers,11250000,31.38333,183,75,0.71815
Allen Iverson,2003,Philadelphia 76ers,12375000,27.58537,183,75,0.64907
Allen Iverson,2004,Philadelphia 76ers,13500000,26.375,183,75,0.62059
Allen Iverson,2005,Philadelphia 76ers,14625000,30.69333,183,75,0.72527
Allen Iverson,2006,Philadelphia 76ers,16453125,33.01389,183,75,0.76603
Allen Iverson,2007,TOT,17184375,26.29231,183,75,0.61898
Allen Iverson,2007,Philadelphia 76ers,17184375,31.2,183,75,0.73125
Allen Iverson,2007,Denver Nuggets,17184375,24.82,183,75,0.5851
Allen Iverson,2008,Denver Nuggets,19012500,26.39024,183,75,0.63201
Allen Iverson,2009,TOT,20840625,17.45614,183,75,0.47539
Allen Iverson,2009,Denver Nuggets,20840625,18.66667,183,75,0.45528
Allen Iverson,2009,Detroit Pistons,20840625,17.38889,183,75,0.47665
Allen Iverson,2010,TOT,1029794,13.75,183,75,0.44509
Allen Iverson,2010,Memphis Grizzlies,1029794,12.33333,183,75,0.55224
Allen Iverson,2010,Philadelphia 76ers,1029794,13.92,183,75,0.43609
Alonzo Gee,2011,TOT,479735,5.91071,198,100,0.29606
Alonzo Gee,2011,San Antonio Spurs,479735,0.4,198,100,0.11111
Alonzo Gee,2011,Washington Wizards,479735,2.90909,198,100,0.25197
Alonzo Gee,2011,Cleveland Cavaliers,479735,7.425,198,100,0.30524
Alonzo Gee,2012,Cleveland Cavaliers,854389,10.55556,198,100,0.36398
Alonzo Gee,2013,Cleveland Cavaliers,3500000,10.26829,198,100,0.33137
Alonzo Gee,2014,Cleveland Cavaliers,3250000,3.96923,198,100,0.25294
Alonzo Gee,2015,TOT,1063384,4.46296,198,100,0.36405
Alonzo Gee,2015,Denver Nuggets,1063384,4.87179,198,100,0.37182
Alonzo Gee,2015,Portland Trail Blazers,1063384,3.4,198,100,0.33775
Alonzo Gee,2016,New Orleans Pelicans,1375000,4.45205,198,100,0.19914
Alonzo Mourning,2000,Miami Heat,15004800,21.74684,208,109,0.62518
Alonzo Mourning,2001,Miami Heat,16880000,13.61538,208,109,0.57843
Alonzo Mourning,2002,Miami Heat,18754800,15.70667,208,109,0.47984
Alonzo Mourning,2004,Brooklyn Nets,4917000,8,208,109,0.44651
Alonzo Mourning,2005,TOT,5408700,7.62162,208,109,0.40171
Alonzo Mourning,2005,Brooklyn Nets,5408700,10.38889,208,109,0.40919
Alonzo Mourning,2005,Miami Heat,5408700,5,208,109,0.38776
Alonzo Mourning,2006,Miami Heat,4000000,7.83077,208,109,0.39094
Alonzo Mourning,2007,Miami Heat,4225433,8.58442,208,109,0.42048
Alonzo Mourning,2008,Miami Heat,2762500,5.96,208,109,0.38303
Alton Ford,2002,Phoenix Suns,332817,3.09434,206,125,0.36283
Alton Ford,2003,Phoenix Suns,512435,0.63636,206,125,0.22581
Alton Ford,2004,Houston Rockets,586082,1.66667,206,125,0.36585
Alvin Jones,2002,Philadelphia 76ers,332817,1.13043,211,120,0.20635
Alvin Williams,2000,Toronto Raptors,1925000,5.30909,196,84,0.37484
Alvin Williams,2001,Toronto Raptors,2100000,9.78049,196,84,0.335
Alvin Williams,2002,Toronto Raptors,5350000,11.84146,196,84,0.33174
Alvin Williams,2003,Toronto Raptors,5350000,13.16667,196,84,0.38931
Alvin Williams,2004,Toronto Raptors,5500000,8.82143,196,84,0.28555
Alvin Williams,2006,Toronto Raptors,6300000,1,196,84,0.1
Alvin Williams,2007,Los Angeles Clippers,4483516,1,196,84,0.2
Amal McCaskill,2002,San Antonio Spurs,465850,1.92593,211,107,0.33987
Amal McCaskill,2003,Atlanta Hawks,699935,1,211,107,0.15714
Amal McCaskill,2004,Philadelphia 76ers,688679,1.91525,211,107,0.17767
Amar'e Stoudemire,2003,Phoenix Suns,1767120,13.4878,208,111,0.43035
Amar'e Stoudemire,2004,Phoenix Suns,1899720,20.6,208,111,0.55951
Amar'e Stoudemire,2005,Phoenix Suns,2032200,26,208,111,0.71997
Amar'e Stoudemire,2006,Phoenix Suns,2589023,8.66667,208,111,0.52
Amar'e Stoudemire,2007,Phoenix Suns,12455000,20.37805,208,111,0.62142
Amar'e Stoudemire,2008,Phoenix Suns,13762775,25.17722,208,111,0.743
Amar'e Stoudemire,2009,Phoenix Suns,15070550,21.39623,208,111,0.58214
Amar'e Stoudemire,2010,Phoenix Suns,16378325,23.12195,208,111,0.66808
Amar'e Stoudemire,2011,New York Knicks,16486611,25.26923,208,111,0.68676
Amar'e Stoudemire,2012,New York Knicks,18217705,17.51064,208,111,0.53338
Amar'e Stoudemire,2013,New York Knicks,19948799,14.24138,208,111,0.60557
Amar'e Stoudemire,2014,New York Knicks,21679893,11.87692,208,111,0.5266
Amar'e Stoudemire,2015,TOT,23410988,11.52542,208,111,0.54618
Amar'e Stoudemire,2015,New York Knicks,23410988,12,208,111,0.49942
Amar'e Stoudemire,2015,Dallas Mavericks,23410988,10.78261,208,111,0.65263
Amar'e Stoudemire,2016,Miami Heat,1499187,5.76923,208,111,0.3937
Amir Johnson,2006,Detroit Pistons,398762,6.66667,206,95,0.51282
Amir Johnson,2007,Detroit Pistons,664209,5.875,206,95,0.37903
Amir Johnson,2008,Detroit Pistons,3666666,3.56452,206,95,0.28927
Amir Johnson,2009,Detroit Pistons,3666667,3.5,206,95,0.2382
Amir Johnson,2010,Toronto Raptors,3666666,6.23171,206,95,0.35169
Amir Johnson,2011,Toronto Raptors,5000000,9.55556,206,95,0.37129
Amir Johnson,2012,Toronto Raptors,5500000,7.0625,206,95,0.29105
Amir Johnson,2013,Toronto Raptors,6000000,10.03704,206,95,0.34968
Amir Johnson,2014,Toronto Raptors,6500000,10.37662,206,95,0.36089
Amir Johnson,2015,Toronto Raptors,7000000,9.25333,206,95,0.35068
Amir Johnson,2016,Boston Celtics,12000000,7.3038,206,95,0.32056
Andrae Patterson,2000,Minnesota Timberwolves,385000,1.2,206,108,0.3
Andray Blatche,2006,Washington Wizards,398762,2.24138,211,107,0.37143
Andray Blatche,2007,Washington Wizards,664209,3.67857,211,107,0.30205
Andray Blatche,2008,Washington Wizards,2470000,7.53659,211,107,0.36896
Andray Blatche,2009,Washington Wizards,2739669,10.04225,211,107,0.41867
Andray Blatche,2010,Washington Wizards,3000000,14.11111,211,107,0.50665
Andray Blatche,2011,Washington Wizards,5900000,16.8125,211,107,0.4954
Andray Blatche,2012,Washington Wizards,6442083,8.5,211,107,0.35304
Andray Blatche,2013,BRK,7118502,10.28049,211,107,0.54212
Andray Blatche,2014,BRK,1375604,11.24658,211,107,0.50742
Andre Barrett,2005,TOT,385277,3.10526,178,78,0.24431
Andre Barrett,2005,Houston Rockets,385277,2.07407,178,78,0.17834
Andre Barrett,2005,Orlando Magic,385277,5.63636,178,78,0.36686
Andre Barrett,2007,Chicago Bulls,744551,1.33333,178,78,0.27586
Andre Brown,2007,Oklahoma City Thunder,241591,2.44737,206,111,0.34317
Andre Brown,2008,Memphis Grizzlies,711517,3.0303,206,111,0.34965
Andre Brown,2009,Charlotte Hornets,107908,1,206,111,0.09756
Andre Dawkins,2015,Miami Heat,59686,0.75,196,98,0.13636
Andre Drummond,2013,Detroit Pistons,2356320,7.93333,208,123,0.38294
Andre Drummond,2014,Detroit Pistons,2462400,13.51852,208,123,0.4181
Andre Drummond,2015,Detroit Pistons,2568360,13.78049,208,123,0.45164
Andre Drummond,2016,Detroit Pistons,3272091,16.22222,208,123,0.49287
Andre Emmett,2005,Memphis Grizzlies,385277,0.875,196,104,0.25
Andre Emmett,2012,Brooklyn Nets,61433,2.16667,196,104,0.28889
Andre Iguodala,2005,Philadelphia 76ers,1914480,9.03659,198,94,0.27587
Andre Iguodala,2006,Philadelphia 76ers,2058000,12.28049,198,94,0.32631
Andre Iguodala,2007,Philadelphia 76ers,2201640,18.23684,198,94,0.45265
Andre Iguodala,2008,Philadelphia 76ers,2804889,19.87805,198,94,0.50278
Andre Iguodala,2009,Philadelphia 76ers,11300000,18.79268,198,94,0.4714
Andre Iguodala,2010,Philadelphia 76ers,12200000,17.08537,198,94,0.43877
Andre Iguodala,2011,Philadelphia 76ers,12345250,14.10448,198,94,0.38275
Andre Iguodala,2012,Philadelphia 76ers,13531750,12.43548,198,94,0.34903
Andre Iguodala,2013,Denver Nuggets,14968250,12.975,198,94,0.37352
Andre Iguodala,2014,Golden State Warriors,12868632,9.33333,198,94,0.28824
Andre Iguodala,2015,Golden State Warriors,12289544,7.84416,198,94,0.29193
Andre Iguodala,2016,Golden State Warriors,11710456,7.03077,198,94,0.26386
Andre Miller,2000,Cleveland Cavaliers,1682280,11.14634,188,91,0.43669
Andre Miller,2001,Cleveland Cavaliers,1808400,15.80488,188,91,0.45506
Andre Miller,2002,Cleveland Cavaliers,1934520,16.48148,188,91,0.44161
Andre Miller,2003,Los Angeles Clippers,2460709,13.6,188,91,0.3735
Andre Miller,2004,Denver Nuggets,8000000,14.80488,188,91,0.42777
Andre Miller,2005,Denver Nuggets,7366667,13.57317,188,91,0.39025
Andre Miller,2006,Denver Nuggets,8100000,13.73171,188,91,0.38338
Andre Miller,2007,TOT,8733333,13.4375,188,91,0.36244
Andre Miller,2007,Denver Nuggets,8733333,13.04348,188,91,0.36496
Andre Miller,2007,Philadelphia 76ers,8733333,13.59649,188,91,0.36147
Andre Miller,2008,Philadelphia 76ers,9366666,17.04878,188,91,0.46353
Andre Miller,2009,Philadelphia 76ers,10333334,16.30488,188,91,0.44926
Andre Miller,2010,Portland Trail Blazers,6730800,13.97561,188,91,0.4584
Andre Miller,2011,Portland Trail Blazers,7269264,12.7037,188,91,0.3883
Andre Miller,2012,Denver Nuggets,7807728,9.68182,188,91,0.35323
Andre Miller,2013,Denver Nuggets,5000000,9.58537,188,91,0.36541
Andre Miller,2014,TOT,5000000,4.87931,188,91,0.28819
Andre Miller,2014,Denver Nuggets,5000000,5.86667,188,91,0.30877
Andre Miller,2014,Washington Wizards,5000000,3.82143,188,91,0.25971
Andre Miller,2015,TOT,4625000,4.38272,188,91,0.28332
Andre Miller,2015,Washington Wizards,4625000,3.58824,188,91,0.29002
Andre Miller,2015,Sacramento Kings,4625000,5.73333,188,91,0.27653
Andre Miller,2016,TOT,1499187,3.69231,188,91,0.31236
Andre Miller,2016,Minnesota Timberwolves,1499187,3.38462,188,91,0.31429
Andre Miller,2016,San Antonio Spurs,1499187,4.30769,188,91,0.30939
Andre Owens,2006,Utah Jazz,398762,3,193,91,0.32857
Andre Owens,2008,Indiana Pacers,687456,3.96774,193,91,0.31378
Andre Roberson,2014,Oklahoma City Thunder,1110840,1.875,201,95,0.18797
Andre Roberson,2015,Oklahoma City Thunder,1160880,3.40299,201,95,0.17729
Andre Roberson,2016,Oklahoma City Thunder,1210800,4.81429,201,95,0.217
Andrea Bargnani,2007,Toronto Raptors,4501200,11.55385,213,102,0.46102
Andrea Bargnani,2008,Toronto Raptors,4838880,10.15385,213,102,0.42558
Andrea Bargnani,2009,Toronto Raptors,5176440,15.41026,213,102,0.49001
Andrea Bargnani,2010,Toronto Raptors,6527491,17.2,213,102,0.4916
Andrea Bargnani,2011,Toronto Raptors,8500000,21.42424,213,102,0.60093
Andrea Bargnani,2012,Toronto Raptors,9250000,19.45161,213,102,0.5843
Andrea Bargnani,2013,Toronto Raptors,10000000,12.65714,213,102,0.44167
Andrea Bargnani,2014,New York Knicks,11862500,13.28571,213,102,0.44391
Andrea Bargnani,2015,New York Knicks,11500000,14.82759,213,102,0.54777
Andrea Bargnani,2016,BRK,1039298,6.6087,213,102,0.4795
Andreas Glyniadakis,2007,Oklahoma City Thunder,161061,1.30769,216,127,0.20988
Andrei Kirilenko,2002,Utah Jazz,831120,10.73171,206,100,0.40911
Andrei Kirilenko,2003,Utah Jazz,893400,12.0375,206,100,0.43516
Andrei Kirilenko,2004,Utah Jazz,955800,16.46154,206,100,0.44352
Andrei Kirilenko,2005,Utah Jazz,1671694,15.60976,206,100,0.47443
Andrei Kirilenko,2006,Utah Jazz,10983000,15.27536,206,100,0.40476
Andrei Kirilenko,2007,Utah Jazz,12364000,8.34286,206,100,0.28502
Andrei Kirilenko,2008,Utah Jazz,13735000,11,206,100,0.35724
Andrei Kirilenko,2009,Utah Jazz,15106000,11.58209,206,100,0.42381
Andrei Kirilenko,2010,Utah Jazz,16452000,11.86207,206,100,0.40928
Andrei Kirilenko,2011,Utah Jazz,17823000,11.71875,206,100,0.37519
Andrei Kirilenko,2013,Minnesota Timberwolves,9779349,12.35938,206,100,0.38889
Andrei Kirilenko,2014,BRK,3183000,5.02222,206,100,0.26371
Andrei Kirilenko,2015,BRK,3326235,0.42857,206,100,0.08333
Andrew Bogut,2006,Milwaukee Bucks,4340520,9.36585,213,111,0.32709
Andrew Bogut,2007,Milwaukee Bucks,4665960,12.25758,213,111,0.35828
Andrew Bogut,2008,Milwaukee Bucks,4991520,14.34615,213,111,0.4114
Andrew Bogut,2009,Milwaukee Bucks,6294310,11.72222,213,111,0.37544
Andrew Bogut,2010,Milwaukee Bucks,10000000,15.86957,213,111,0.49125
Andrew Bogut,2011,Milwaukee Bucks,11000000,12.76923,213,111,0.36134
Andrew Bogut,2012,Milwaukee Bucks,12000000,11.33333,213,111,0.37363
Andrew Bogut,2013,Golden State Warriors,13000000,5.8125,213,111,0.23664
Andrew Bogut,2014,Golden State Warriors,14000000,7.34328,213,111,0.27812
Andrew Bogut,2015,Golden State Warriors,12972973,6.29851,213,111,0.26658
Andrew Bogut,2016,Golden State Warriors,12000000,5.35714,213,111,0.25844
Andrew Bynum,2006,Los Angeles Lakers,1888680,1.6087,213,129,0.21893
Andrew Bynum,2007,Los Angeles Lakers,2030280,7.76829,213,129,0.35527
Andrew Bynum,2008,Los Angeles Lakers,2172000,13.14286,213,129,0.45635
Andrew Bynum,2009,Los Angeles Lakers,2769300,14.28,213,129,0.49378
Andrew Bynum,2010,Los Angeles Lakers,12526998,15.03077,213,129,0.49418
Andrew Bynum,2011,Los Angeles Lakers,13700000,11.33333,213,129,0.408
Andrew Bynum,2012,Los Angeles Lakers,14900000,18.71667,213,129,0.53172
Andrew Bynum,2014,TOT,6000000,8.65385,213,129,0.43605
Andrew Bynum,2014,Cleveland Cavaliers,6000000,8.41667,213,129,0.42083
Andrew Bynum,2014,Indiana Pacers,6000000,11.5,213,129,0.63889
Andrew DeClercq,2000,Cleveland Cavaliers,1680000,6.63415,208,104,0.29711
Andrew DeClercq,2001,Orlando Magic,1920000,3.89552,208,104,0.28904
Andrew DeClercq,2002,Orlando Magic,2900000,2.65574,208,104,0.25592
Andrew DeClercq,2003,Orlando Magic,3262500,4.74026,208,104,0.27506
Andrew DeClercq,2004,Orlando Magic,2500000,3.23944,208,104,0.18993
Andrew DeClercq,2005,Orlando Magic,2500000,1.125,208,104,0.18367
